query_id,node_a,node_b
Q6K00198,Q6K00198_N02,Q6K00198_N06
Q6K00198,Q6K00198_N03,Q6K00198_N05
Q6K00198,Q6K00198_N03,Q6K00198_N06
Q6K00198,Q6K00198_N03,Q6K00198_N07
Q6K00198,Q6K00198_N05,Q6K00198_N06
Q6K00199,Q6K00199_N01,Q6K00199_N02
Q6K00199,Q6K00199_N01,Q6K00199_N05
Q6K00199,Q6K00199_N01,Q6K00199_N07
Q6K00199,Q6K00199_N02,Q6K00199_N03
Q6K00199,Q6K00199_N02,Q6K00199_N07
Q6K00199,Q6K00199_N03,Q6K00199_N05
Q6K00199,Q6K00199_N03,Q6K00199_N07
Q6K00199,Q6K00199_N05,Q6K00199_N07
Q6K00200,Q6K00200_N01,Q6K00200_N04
Q6K00200,Q6K00200_N02,Q6K00200_N04
Q6K00200,Q6K00200_N02,Q6K00200_N05
Q6K00200,Q6K00200_N02,Q6K00200_N06
Q6K00200,Q6K00200_N04,Q6K00200_N06
Q6K00201,Q6K00201_N01,Q6K00201_N02
Q6K00201,Q6K00201_N01,Q6K00201_N03
Q6K00201,Q6K00201_N01,Q6K00201_N04
Q6K00201,Q6K00201_N02,Q6K00201_N04
Q6K00201,Q6K00201_N02,Q6K00201_N06
Q6K00202,Q6K00202_N01,Q6K00202_N07
Q6K00202,Q6K00202_N04,Q6K00202_N07
Q6K00202,Q6K00202_N05,Q6K00202_N07
Q6K00202,Q6K00202_N06,Q6K00202_N07
Q6K00203,Q6K00203_N01,Q6K00203_N05
Q6K00203,Q6K00203_N01,Q6K00203_N06
Q6K00203,Q6K00203_N02,Q6K00203_N06
Q6K00203,Q6K00203_N04,Q6K00203_N06
Q6K00203,Q6K00203_N05,Q6K00203_N06
Q6K00204,Q6K00204_N01,Q6K00204_N04
Q6K00204,Q6K00204_N01,Q6K00204_N07
Q6K00204,Q6K00204_N02,Q6K00204_N04
Q6K00204,Q6K00204_N02,Q6K00204_N07
Q6K00204,Q6K00204_N03,Q6K00204_N04
Q6K00204,Q6K00204_N04,Q6K00204_N07
Q6K00205,Q6K00205_N01,Q6K00205_N03
Q6K00205,Q6K00205_N01,Q6K00205_N04
Q6K00205,Q6K00205_N03,Q6K00205_N05
Q6K00205,Q6K00205_N04,Q6K00205_N06
Q6K00206,Q6K00206_N01,Q6K00206_N06
Q6K00206,Q6K00206_N02,Q6K00206_N03
Q6K00206,Q6K00206_N02,Q6K00206_N06
Q6K00206,Q6K00206_N03,Q6K00206_N06
Q6K00206,Q6K00206_N06,Q6K00206_N07
Q6K00207,Q6K00207_N01,Q6K00207_N03
Q6K00207,Q6K00207_N02,Q6K00207_N06
Q6K00207,Q6K00207_N03,Q6K00207_N04
Q6K00207,Q6K00207_N04,Q6K00207_N06
Q6K00208,Q6K00208_N01,Q6K00208_N03
Q6K00208,Q6K00208_N01,Q6K00208_N05
Q6K00208,Q6K00208_N02,Q6K00208_N03
Q6K00208,Q6K00208_N02,Q6K00208_N07
Q6K00208,Q6K00208_N03,Q6K00208_N07
Q6K00209,Q6K00209_N01,Q6K00209_N05
Q6K00209,Q6K00209_N02,Q6K00209_N05
Q6K00209,Q6K00209_N04,Q6K00209_N05
Q6K00209,Q6K00209_N05,Q6K00209_N06
Q6K00210,Q6K00210_N01,Q6K00210_N02
Q6K00210,Q6K00210_N02,Q6K00210_N06
Q6K00210,Q6K00210_N02,Q6K00210_N07
Q6K00210,Q6K00210_N05,Q6K00210_N06
Q6K00211,Q6K00211_N01,Q6K00211_N03
Q6K00211,Q6K00211_N01,Q6K00211_N04
Q6K00211,Q6K00211_N01,Q6K00211_N05
Q6K00211,Q6K00211_N01,Q6K00211_N07
Q6K00211,Q6K00211_N03,Q6K00211_N05
Q6K00211,Q6K00211_N04,Q6K00211_N05
Q6K00212,Q6K00212_N02,Q6K00212_N05
Q6K00212,Q6K00212_N02,Q6K00212_N06
Q6K00212,Q6K00212_N02,Q6K00212_N07
Q6K00212,Q6K00212_N04,Q6K00212_N06
Q6K00212,Q6K00212_N06,Q6K00212_N07
Q6K00213,Q6K00213_N01,Q6K00213_N02
Q6K00213,Q6K00213_N02,Q6K00213_N03
Q6K00213,Q6K00213_N02,Q6K00213_N04
Q6K00213,Q6K00213_N02,Q6K00213_N06
Q6K00214,Q6K00214_N02,Q6K00214_N03
Q6K00214,Q6K00214_N02,Q6K00214_N04
Q6K00214,Q6K00214_N02,Q6K00214_N06
Q6K00214,Q6K00214_N02,Q6K00214_N07
Q6K00214,Q6K00214_N03,Q6K00214_N07
Q6K00214,Q6K00214_N04,Q6K00214_N07
Q6K00214,Q6K00214_N06,Q6K00214_N07
Q6K00215,Q6K00215_N01,Q6K00215_N04
Q6K00215,Q6K00215_N02,Q6K00215_N04
Q6K00215,Q6K00215_N03,Q6K00215_N04
Q6K00215,Q6K00215_N04,Q6K00215_N05
Q6K00216,Q6K00216_N01,Q6K00216_N02
Q6K00216,Q6K00216_N01,Q6K00216_N03
Q6K00216,Q6K00216_N02,Q6K00216_N03
Q6K00216,Q6K00216_N02,Q6K00216_N04
Q6K00216,Q6K00216_N02,Q6K00216_N06
Q6K00216,Q6K00216_N03,Q6K00216_N04
Q6K00217,Q6K00217_N01,Q6K00217_N03
Q6K00217,Q6K00217_N01,Q6K00217_N04
Q6K00217,Q6K00217_N01,Q6K00217_N06
Q6K00217,Q6K00217_N03,Q6K00217_N06
Q6K00217,Q6K00217_N04,Q6K00217_N06
Q6K00217,Q6K00217_N06,Q6K00217_N07
Q6K00218,Q6K00218_N01,Q6K00218_N05
Q6K00218,Q6K00218_N01,Q6K00218_N06
Q6K00218,Q6K00218_N02,Q6K00218_N06
Q6K00218,Q6K00218_N03,Q6K00218_N05
Q6K00218,Q6K00218_N03,Q6K00218_N06
Q6K00219,Q6K00219_N01,Q6K00219_N04
Q6K00219,Q6K00219_N01,Q6K00219_N06
Q6K00219,Q6K00219_N01,Q6K00219_N07
Q6K00219,Q6K00219_N02,Q6K00219_N07
Q6K00219,Q6K00219_N04,Q6K00219_N06
Q6K00219,Q6K00219_N04,Q6K00219_N07
Q6K00220,Q6K00220_N02,Q6K00220_N03
Q6K00220,Q6K00220_N03,Q6K00220_N05
Q6K00220,Q6K00220_N04,Q6K00220_N05
Q6K00220,Q6K00220_N04,Q6K00220_N06
Q6K00220,Q6K00220_N05,Q6K00220_N06
Q6K00221,Q6K00221_N01,Q6K00221_N03
Q6K00221,Q6K00221_N01,Q6K00221_N04
Q6K00221,Q6K00221_N01,Q6K00221_N06
Q6K00221,Q6K00221_N02,Q6K00221_N06
Q6K00222,Q6K00222_N01,Q6K00222_N03
Q6K00222,Q6K00222_N01,Q6K00222_N04
Q6K00222,Q6K00222_N01,Q6K00222_N06
Q6K00222,Q6K00222_N02,Q6K00222_N04
Q6K00222,Q6K00222_N03,Q6K00222_N04
Q6K00223,Q6K00223_N02,Q6K00223_N05
Q6K00223,Q6K00223_N03,Q6K00223_N05
Q6K00223,Q6K00223_N03,Q6K00223_N06
Q6K00223,Q6K00223_N04,Q6K00223_N05
Q6K00224,Q6K00224_N02,Q6K00224_N07
Q6K00224,Q6K00224_N04,Q6K00224_N06
Q6K00224,Q6K00224_N04,Q6K00224_N07
Q6K00224,Q6K00224_N05,Q6K00224_N07
Q6K00224,Q6K00224_N06,Q6K00224_N07
Q6K00225,Q6K00225_N02,Q6K00225_N04
Q6K00225,Q6K00225_N04,Q6K00225_N07
Q6K00225,Q6K00225_N05,Q6K00225_N06
Q6K00225,Q6K00225_N05,Q6K00225_N07
Q6K00225,Q6K00225_N06,Q6K00225_N07
Q6K00226,Q6K00226_N01,Q6K00226_N03
Q6K00226,Q6K00226_N01,Q6K00226_N04
Q6K00226,Q6K00226_N02,Q6K00226_N06
Q6K00226,Q6K00226_N03,Q6K00226_N04
Q6K00226,Q6K00226_N04,Q6K00226_N06
Q6K00227,Q6K00227_N04,Q6K00227_N07
Q6K00228,Q6K00228_N01,Q6K00228_N06
Q6K00228,Q6K00228_N03,Q6K00228_N06
Q6K00228,Q6K00228_N04,Q6K00228_N06
Q6K00228,Q6K00228_N06,Q6K00228_N07
Q6K00229,Q6K00229_N01,Q6K00229_N05
Q6K00229,Q6K00229_N01,Q6K00229_N06
Q6K00229,Q6K00229_N01,Q6K00229_N07
Q6K00229,Q6K00229_N04,Q6K00229_N07
Q6K00229,Q6K00229_N05,Q6K00229_N07
Q6K00229,Q6K00229_N06,Q6K00229_N07
Q6K00230,Q6K00230_N02,Q6K00230_N04
Q6K00230,Q6K00230_N02,Q6K00230_N05
Q6K00230,Q6K00230_N03,Q6K00230_N04
Q6K00231,Q6K00231_N01,Q6K00231_N02
Q6K00231,Q6K00231_N01,Q6K00231_N03
Q6K00231,Q6K00231_N01,Q6K00231_N04
Q6K00231,Q6K00231_N04,Q6K00231_N05
Q6K00232,Q6K00232_N01,Q6K00232_N03
Q6K00232,Q6K00232_N01,Q6K00232_N07
Q6K00232,Q6K00232_N02,Q6K00232_N03
Q6K00232,Q6K00232_N03,Q6K00232_N04
Q6K00232,Q6K00232_N03,Q6K00232_N07
Q6K00233,Q6K00233_N01,Q6K00233_N02
Q6K00233,Q6K00233_N01,Q6K00233_N03
Q6K00233,Q6K00233_N01,Q6K00233_N04
Q6K00233,Q6K00233_N02,Q6K00233_N06
Q6K00234,Q6K00234_N01,Q6K00234_N05
Q6K00234,Q6K00234_N02,Q6K00234_N05
Q6K00234,Q6K00234_N03,Q6K00234_N05
Q6K00234,Q6K00234_N04,Q6K00234_N05
Q6K00235,Q6K00235_N02,Q6K00235_N05
Q6K00236,Q6K00236_N01,Q6K00236_N02
Q6K00236,Q6K00236_N01,Q6K00236_N03
Q6K00236,Q6K00236_N02,Q6K00236_N03
Q6K00236,Q6K00236_N02,Q6K00236_N04
Q6K00236,Q6K00236_N02,Q6K00236_N05
Q6K00236,Q6K00236_N03,Q6K00236_N05
Q6K00237,Q6K00237_N01,Q6K00237_N07
Q6K00237,Q6K00237_N03,Q6K00237_N07
Q6K00237,Q6K00237_N04,Q6K00237_N06
Q6K00237,Q6K00237_N06,Q6K00237_N07
Q6K00238,Q6K00238_N01,Q6K00238_N06
Q6K00238,Q6K00238_N01,Q6K00238_N07
Q6K00238,Q6K00238_N02,Q6K00238_N07
Q6K00238,Q6K00238_N05,Q6K00238_N07
Q6K00239,Q6K00239_N01,Q6K00239_N04
Q6K00239,Q6K00239_N03,Q6K00239_N04
Q6K00239,Q6K00239_N04,Q6K00239_N07
Q6K00239,Q6K00239_N06,Q6K00239_N07
Q6K00240,Q6K00240_N02,Q6K00240_N05
Q6K00240,Q6K00240_N03,Q6K00240_N05
Q6K00240,Q6K00240_N05,Q6K00240_N06
Q6K00240,Q6K00240_N05,Q6K00240_N07
Q6K00242,Q6K00242_N03,Q6K00242_N04
Q6K00243,Q6K00243_N01,Q6K00243_N07
Q6K00243,Q6K00243_N02,Q6K00243_N05
Q6K00243,Q6K00243_N02,Q6K00243_N06
Q6K00243,Q6K00243_N05,Q6K00243_N06
Q6K00245,Q6K00245_N04,Q6K00245_N06
Q6K00246,Q6K00246_N02,Q6K00246_N04
Q6K00246,Q6K00246_N05,Q6K00246_N07
Q6K00248,Q6K00248_N04,Q6K00248_N05
Q6K00251,Q6K00251_N01,Q6K00251_N03
Q6K00251,Q6K00251_N01,Q6K00251_N06
Q6K00251,Q6K00251_N02,Q6K00251_N07
Q6K00251,Q6K00251_N03,Q6K00251_N06
Q6K00253,Q6K00253_N03,Q6K00253_N04
Q6K00253,Q6K00253_N05,Q6K00253_N06
Q6K00254,Q6K00254_N01,Q6K00254_N07
Q6K00254,Q6K00254_N05,Q6K00254_N06
Q6K00255,Q6K00255_N02,Q6K00255_N06
Q6K00255,Q6K00255_N05,Q6K00255_N06
Q6K00257,Q6K00257_N01,Q6K00257_N04
Q6K00257,Q6K00257_N01,Q6K00257_N07
Q6K00257,Q6K00257_N04,Q6K00257_N07
Q6K00258,Q6K00258_N01,Q6K00258_N05
Q6K00258,Q6K00258_N01,Q6K00258_N06
Q6K00261,Q6K00261_N01,Q6K00261_N02
Q6K00262,Q6K00262_N05,Q6K00262_N07
Q6K00263,Q6K00263_N02,Q6K00263_N03
Q6K00264,Q6K00264_N01,Q6K00264_N07
Q6K00264,Q6K00264_N06,Q6K00264_N07
Q6K00265,Q6K00265_N01,Q6K00265_N06
Q6K00266,Q6K00266_N02,Q6K00266_N04
Q6K00267,Q6K00267_N06,Q6K00267_N07
Q6K00268,Q6K00268_N02,Q6K00268_N04
Q6K00268,Q6K00268_N05,Q6K00268_N06
Q6K00268,Q6K00268_N06,Q6K00268_N07
Q6K00269,Q6K00269_N01,Q6K00269_N05
Q6K00270,Q6K00270_N01,Q6K00270_N06
Q6K00270,Q6K00270_N06,Q6K00270_N07
Q6K00271,Q6K00271_N01,Q6K00271_N03
Q6K00271,Q6K00271_N01,Q6K00271_N06
Q6K00271,Q6K00271_N02,Q6K00271_N07
Q6K00272,Q6K00272_N01,Q6K00272_N02
Q6K00273,Q6K00273_N01,Q6K00273_N06
Q6K00274,Q6K00274_N01,Q6K00274_N05
Q6K00274,Q6K00274_N02,Q6K00274_N07
Q6K00275,Q6K00275_N01,Q6K00275_N03
Q6K00275,Q6K00275_N01,Q6K00275_N07
Q6K00275,Q6K00275_N03,Q6K00275_N07
Q6K00275,Q6K00275_N05,Q6K00275_N06
Q6K00276,Q6K00276_N02,Q6K00276_N06
Q6K00277,Q6K00277_N02,Q6K00277_N06
Q6K00277,Q6K00277_N03,Q6K00277_N06
Q6K00277,Q6K00277_N04,Q6K00277_N05
Q6K00278,Q6K00278_N01,Q6K00278_N05
Q6K00278,Q6K00278_N03,Q6K00278_N04
Q6K00278,Q6K00278_N05,Q6K00278_N06
Q6K00279,Q6K00279_N02,Q6K00279_N05
Q6K00280,Q6K00280_N04,Q6K00280_N06
Q6K00281,Q6K00281_N01,Q6K00281_N04
Q6K00281,Q6K00281_N04,Q6K00281_N06
Q6K00282,Q6K00282_N01,Q6K00282_N04
Q6K00282,Q6K00282_N01,Q6K00282_N07
Q6K00284,Q6K00284_N03,Q6K00284_N05
Q6K00284,Q6K00284_N05,Q6K00284_N07
Q6K00285,Q6K00285_N01,Q6K00285_N03
Q6K00285,Q6K00285_N03,Q6K00285_N07
Q6K00286,Q6K00286_N02,Q6K00286_N03
Q6K00286,Q6K00286_N05,Q6K00286_N06
Q6K00288,Q6K00288_N01,Q6K00288_N04
Q6K00288,Q6K00288_N01,Q6K00288_N07
Q6K00289,Q6K00289_N04,Q6K00289_N07
Q6K00291,Q6K00291_N02,Q6K00291_N03
Q6K00291,Q6K00291_N04,Q6K00291_N06
Q6K00291,Q6K00291_N04,Q6K00291_N07
Q6K00291,Q6K00291_N06,Q6K00291_N07
Q6K00292,Q6K00292_N01,Q6K00292_N05
Q6K00292,Q6K00292_N02,Q6K00292_N04
Q6K00293,Q6K00293_N03,Q6K00293_N05
Q6K00293,Q6K00293_N04,Q6K00293_N05
Q6K00294,Q6K00294_N03,Q6K00294_N07
Q6K00294,Q6K00294_N04,Q6K00294_N05
Q6K00295,Q6K00295_N02,Q6K00295_N04
Q6K00295,Q6K00295_N03,Q6K00295_N05
Q6K00297,Q6K00297_N01,Q6K00297_N06
Q6K00297,Q6K00297_N02,Q6K00297_N05
Q6K00297,Q6K00297_N04,Q6K00297_N05
Q6K00298,Q6K00298_N02,Q6K00298_N06
Q6K00298,Q6K00298_N06,Q6K00298_N07
Q6K00299,Q6K00299_N02,Q6K00299_N03
Q6K00299,Q6K00299_N02,Q6K00299_N07
Q6K00299,Q6K00299_N03,Q6K00299_N07
Q6K00300,Q6K00300_N01,Q6K00300_N07
Q6K00301,Q6K00301_N03,Q6K00301_N06
Q6K00302,Q6K00302_N04,Q6K00302_N07
Q6K00303,Q6K00303_N02,Q6K00303_N07
Q6K00306,Q6K00306_N05,Q6K00306_N06
Q6K00307,Q6K00307_N02,Q6K00307_N07
Q6K00307,Q6K00307_N03,Q6K00307_N06
Q6K00308,Q6K00308_N04,Q6K00308_N05
Q6K00309,Q6K00309_N03,Q6K00309_N07
Q6K00311,Q6K00311_N01,Q6K00311_N04
Q6K00311,Q6K00311_N02,Q6K00311_N06
Q6K00313,Q6K00313_N01,Q6K00313_N07
Q6K00313,Q6K00313_N02,Q6K00313_N06
Q6K00314,Q6K00314_N01,Q6K00314_N06
Q6K00315,Q6K00315_N01,Q6K00315_N04
Q6K00315,Q6K00315_N05,Q6K00315_N07
Q6K00317,Q6K00317_N02,Q6K00317_N03
Q6K00318,Q6K00318_N02,Q6K00318_N06
Q6K00319,Q6K00319_N02,Q6K00319_N05
Q6K00320,Q6K00320_N03,Q6K00320_N06
Q6K00320,Q6K00320_N04,Q6K00320_N05
Q6K00323,Q6K00323_N01,Q6K00323_N03
Q6K00324,Q6K00324_N03,Q6K00324_N04
Q6K00326,Q6K00326_N01,Q6K00326_N07
Q6K00327,Q6K00327_N01,Q6K00327_N07
Q6K00328,Q6K00328_N02,Q6K00328_N03
Q6K00329,Q6K00329_N01,Q6K00329_N02
Q6K00330,Q6K00330_N01,Q6K00330_N02
Q6K00331,Q6K00331_N03,Q6K00331_N06
Q6K00332,Q6K00332_N03,Q6K00332_N05
Q6K00333,Q6K00333_N02,Q6K00333_N07
Q6K00334,Q6K00334_N05,Q6K00334_N07
Q6K00335,Q6K00335_N01,Q6K00335_N03
Q6K00335,Q6K00335_N06,Q6K00335_N07
Q6K00337,Q6K00337_N01,Q6K00337_N02
Q6K00337,Q6K00337_N05,Q6K00337_N07
Q6K00338,Q6K00338_N01,Q6K00338_N03
Q6K00338,Q6K00338_N04,Q6K00338_N07
Q6K00339,Q6K00339_N03,Q6K00339_N05
Q6K00340,Q6K00340_N03,Q6K00340_N06
Q6K00341,Q6K00341_N04,Q6K00341_N06
Q6K00343,Q6K00343_N02,Q6K00343_N03
Q6K00343,Q6K00343_N04,Q6K00343_N06
Q6K00344,Q6K00344_N01,Q6K00344_N02
Q6K00347,Q6K00347_N01,Q6K00347_N02
Q6K00348,Q6K00348_N01,Q6K00348_N02
Q6K00349,Q6K00349_N03,Q6K00349_N05
Q6K00351,Q6K00351_N02,Q6K00351_N06
Q6K00352,Q6K00352_N01,Q6K00352_N04
Q6K00352,Q6K00352_N03,Q6K00352_N05
Q6K00353,Q6K00353_N06,Q6K00353_N07
Q6K00356,Q6K00356_N04,Q6K00356_N07
Q6K00357,Q6K00357_N01,Q6K00357_N03
Q6K00358,Q6K00358_N01,Q6K00358_N04
Q6K00359,Q6K00359_N02,Q6K00359_N05
Q6K00360,Q6K00360_N02,Q6K00360_N05
Q6K00361,Q6K00361_N01,Q6K00361_N05
Q6K00361,Q6K00361_N02,Q6K00361_N04
Q6K00361,Q6K00361_N02,Q6K00361_N07
Q6K00361,Q6K00361_N04,Q6K00361_N07
Q6K00362,Q6K00362_N01,Q6K00362_N03
Q6K00362,Q6K00362_N01,Q6K00362_N06
Q6K00362,Q6K00362_N04,Q6K00362_N05
Q6K00363,Q6K00363_N02,Q6K00363_N05
Q6K00364,Q6K00364_N01,Q6K00364_N05
Q6K00364,Q6K00364_N02,Q6K00364_N04
Q6K00364,Q6K00364_N02,Q6K00364_N06
Q6K00367,Q6K00367_N02,Q6K00367_N07
Q6K00367,Q6K00367_N04,Q6K00367_N05
Q6K00368,Q6K00368_N01,Q6K00368_N07
Q6K00368,Q6K00368_N02,Q6K00368_N07
Q6K00369,Q6K00369_N02,Q6K00369_N05
Q6K00369,Q6K00369_N05,Q6K00369_N07
Q6K00370,Q6K00370_N01,Q6K00370_N06
Q6K00370,Q6K00370_N03,Q6K00370_N06
Q6K00371,Q6K00371_N02,Q6K00371_N07
Q6K00372,Q6K00372_N02,Q6K00372_N03
Q6K00372,Q6K00372_N03,Q6K00372_N06
Q6K00372,Q6K00372_N04,Q6K00372_N05
Q6K00373,Q6K00373_N01,Q6K00373_N03
Q6K00373,Q6K00373_N04,Q6K00373_N07
Q6K00374,Q6K00374_N01,Q6K00374_N03
Q6K00376,Q6K00376_N04,Q6K00376_N06
Q6K00376,Q6K00376_N05,Q6K00376_N06
Q6K00377,Q6K00377_N04,Q6K00377_N07
Q6K00377,Q6K00377_N05,Q6K00377_N07
Q6K00378,Q6K00378_N01,Q6K00378_N04
Q6K00379,Q6K00379_N01,Q6K00379_N06
Q6K00379,Q6K00379_N03,Q6K00379_N05
Q6K00379,Q6K00379_N04,Q6K00379_N05
Q6K00380,Q6K00380_N02,Q6K00380_N03
Q6K00380,Q6K00380_N03,Q6K00380_N04
Q6K00381,Q6K00381_N04,Q6K00381_N07
Q6K00383,Q6K00383_N02,Q6K00383_N05
Q6K00383,Q6K00383_N02,Q6K00383_N07
Q6K00383,Q6K00383_N04,Q6K00383_N06
Q6K00384,Q6K00384_N02,Q6K00384_N06
Q6K00384,Q6K00384_N06,Q6K00384_N07
Q6K00385,Q6K00385_N03,Q6K00385_N05
Q6K00385,Q6K00385_N05,Q6K00385_N06
Q6K00386,Q6K00386_N01,Q6K00386_N05
Q6K00387,Q6K00387_N03,Q6K00387_N06
Q6K00387,Q6K00387_N04,Q6K00387_N06
Q6K00388,Q6K00388_N03,Q6K00388_N05
Q6K00391,Q6K00391_N01,Q6K00391_N06
Q6K00391,Q6K00391_N02,Q6K00391_N03
Q6K00391,Q6K00391_N03,Q6K00391_N05
Q6K00392,Q6K00392_N02,Q6K00392_N05
Q6K00393,Q6K00393_N02,Q6K00393_N03
Q6K00393,Q6K00393_N02,Q6K00393_N05
Q6K00394,Q6K00394_N01,Q6K00394_N05
Q6K00394,Q6K00394_N05,Q6K00394_N06
Q6K00395,Q6K00395_N03,Q6K00395_N05
Q6K00396,Q6K00396_N03,Q6K00396_N05
Q6K00396,Q6K00396_N03,Q6K00396_N07
Q6K00396,Q6K00396_N05,Q6K00396_N07
Q6K00397,Q6K00397_N03,Q6K00397_N07
Q6K00399,Q6K00399_N01,Q6K00399_N07
Q6K00400,Q6K00400_N02,Q6K00400_N03
Q6K00401,Q6K00401_N06,Q6K00401_N07
Q6K00402,Q6K00402_N01,Q6K00402_N03
Q6K00402,Q6K00402_N02,Q6K00402_N07
Q6K00402,Q6K00402_N05,Q6K00402_N07
Q6K00404,Q6K00404_N03,Q6K00404_N05
Q6K00404,Q6K00404_N03,Q6K00404_N07
Q6K00404,Q6K00404_N05,Q6K00404_N07
Q6K00405,Q6K00405_N01,Q6K00405_N07
Q6K00405,Q6K00405_N02,Q6K00405_N07
Q6K00405,Q6K00405_N05,Q6K00405_N06
Q6K00406,Q6K00406_N05,Q6K00406_N07
Q6K00407,Q6K00407_N03,Q6K00407_N05
Q6K00407,Q6K00407_N04,Q6K00407_N07
Q6K00407,Q6K00407_N05,Q6K00407_N06
Q6K00408,Q6K00408_N01,Q6K00408_N04
Q6K00408,Q6K00408_N05,Q6K00408_N07
Q6K00409,Q6K00409_N03,Q6K00409_N07
Q6K00409,Q6K00409_N04,Q6K00409_N06
Q6K00409,Q6K00409_N05,Q6K00409_N07
Q6K00410,Q6K00410_N01,Q6K00410_N04
Q6K00410,Q6K00410_N03,Q6K00410_N05
Q6K00410,Q6K00410_N03,Q6K00410_N06
Q6K00412,Q6K00412_N01,Q6K00412_N03
Q6K00412,Q6K00412_N02,Q6K00412_N07
Q6K00412,Q6K00412_N04,Q6K00412_N07
Q6K00413,Q6K00413_N01,Q6K00413_N03
Q6K00413,Q6K00413_N02,Q6K00413_N06
Q6K00413,Q6K00413_N04,Q6K00413_N06
Q6K00414,Q6K00414_N03,Q6K00414_N06
Q6K00414,Q6K00414_N03,Q6K00414_N07
Q6K00415,Q6K00415_N02,Q6K00415_N06
Q6K00415,Q6K00415_N03,Q6K00415_N06
Q6K00415,Q6K00415_N04,Q6K00415_N07
Q6K00416,Q6K00416_N03,Q6K00416_N07
Q6K00417,Q6K00417_N05,Q6K00417_N06
Q6K00418,Q6K00418_N02,Q6K00418_N04
Q6K00418,Q6K00418_N04,Q6K00418_N05
Q6K00420,Q6K00420_N05,Q6K00420_N07
Q6K00421,Q6K00421_N01,Q6K00421_N06
Q6K00422,Q6K00422_N04,Q6K00422_N05
Q6K00423,Q6K00423_N04,Q6K00423_N06
Q6K00424,Q6K00424_N04,Q6K00424_N05
Q6K00425,Q6K00425_N04,Q6K00425_N06
Q6K00426,Q6K00426_N01,Q6K00426_N05
Q6K00427,Q6K00427_N01,Q6K00427_N03
Q6K00428,Q6K00428_N01,Q6K00428_N02
Q6K00429,Q6K00429_N01,Q6K00429_N03
Q6K00430,Q6K00430_N01,Q6K00430_N04
Q6K00431,Q6K00431_N01,Q6K00431_N07
Q6K00431,Q6K00431_N04,Q6K00431_N06
Q6K00432,Q6K00432_N01,Q6K00432_N04
Q6K00432,Q6K00432_N03,Q6K00432_N07
Q6K00436,Q6K00436_N03,Q6K00436_N07
Q6K00438,Q6K00438_N01,Q6K00438_N06
Q6K00438,Q6K00438_N04,Q6K00438_N07
Q6K00439,Q6K00439_N02,Q6K00439_N03
Q6K00440,Q6K00440_N01,Q6K00440_N07
Q6K00441,Q6K00441_N01,Q6K00441_N05
Q6K00442,Q6K00442_N02,Q6K00442_N05
Q6K00443,Q6K00443_N02,Q6K00443_N06
Q6K00444,Q6K00444_N01,Q6K00444_N05
Q6K00445,Q6K00445_N05,Q6K00445_N07
Q6K00446,Q6K00446_N03,Q6K00446_N07
Q6K00447,Q6K00447_N03,Q6K00447_N06
Q6K00450,Q6K00450_N02,Q6K00450_N07
Q6K00450,Q6K00450_N05,Q6K00450_N06
Q6K00451,Q6K00451_N01,Q6K00451_N02
Q6K00451,Q6K00451_N03,Q6K00451_N06
Q6K00453,Q6K00453_N02,Q6K00453_N04
Q6K00454,Q6K00454_N02,Q6K00454_N03
Q6K00455,Q6K00455_N06,Q6K00455_N07
Q6K00456,Q6K00456_N02,Q6K00456_N05
Q6K00456,Q6K00456_N03,Q6K00456_N04
Q6K00457,Q6K00457_N04,Q6K00457_N06
Q6K00458,Q6K00458_N03,Q6K00458_N06
Q6K00458,Q6K00458_N04,Q6K00458_N05
Q6K00460,Q6K00460_N02,Q6K00460_N07
Q6K00464,Q6K00464_N02,Q6K00464_N04
Q6K00465,Q6K00465_N06,Q6K00465_N07
Q6K00466,Q6K00466_N01,Q6K00466_N04
Q6K00467,Q6K00467_N02,Q6K00467_N05
Q6K00467,Q6K00467_N04,Q6K00467_N07
Q6K00468,Q6K00468_N03,Q6K00468_N04
Q6K00469,Q6K00469_N04,Q6K00469_N07
Q6K00470,Q6K00470_N05,Q6K00470_N07
Q6K00471,Q6K00471_N02,Q6K00471_N06
Q6K00471,Q6K00471_N03,Q6K00471_N04
Q6K00472,Q6K00472_N02,Q6K00472_N04
Q6K00473,Q6K00473_N03,Q6K00473_N05
Q6K00475,Q6K00475_N01,Q6K00475_N02
Q6K00475,Q6K00475_N03,Q6K00475_N05
Q6K00476,Q6K00476_N05,Q6K00476_N07
Q6K00477,Q6K00477_N01,Q6K00477_N07
Q6K00479,Q6K00479_N02,Q6K00479_N06
Q6K00479,Q6K00479_N04,Q6K00479_N05
Q6K00480,Q6K00480_N04,Q6K00480_N06
Q6K00481,Q6K00481_N03,Q6K00481_N06
Q6K00481,Q6K00481_N03,Q6K00481_N07
Q6K00481,Q6K00481_N04,Q6K00481_N05
Q6K00481,Q6K00481_N04,Q6K00481_N07
Q6K00481,Q6K00481_N06,Q6K00481_N07
Q6K00482,Q6K00482_N01,Q6K00482_N05
Q6K00482,Q6K00482_N03,Q6K00482_N07
Q6K00482,Q6K00482_N05,Q6K00482_N07
Q6K00482,Q6K00482_N06,Q6K00482_N07
Q6K00483,Q6K00483_N01,Q6K00483_N03
Q6K00483,Q6K00483_N01,Q6K00483_N04
Q6K00483,Q6K00483_N01,Q6K00483_N07
