query_id,stage,scenario,k_true_actual_sources,k_target_collapsed_unknown,known_parent_count,unknown_parent_count,known_parent_ids,unknown_parent_ids_private,evaluation_parent_labels,component_count,code_count,structured_count,image_count
Q11A0113,ROBUSTNESS_MULTI_UNKNOWN,MU_2K3U,5,3,2,3,"[""FMOD0003"", ""FMOD0066""]","[""FMOD0006"", ""FMOD0054"", ""FMOD0094""]","[""FMOD0003"", ""FMOD0066"", ""UNKNOWN""]",7,5,1,1
Q11A0114,ROBUSTNESS_MULTI_UNKNOWN,MU_2K3U,5,3,2,3,"[""FMOD0035"", ""FMOD0099""]","[""FMOD0006"", ""FMOD0027"", ""FMOD0028""]","[""FMOD0035"", ""FMOD0099"", ""UNKNOWN""]",7,5,1,1
Q11A0115,ROBUSTNESS_MULTI_UNKNOWN,MU_2K3U,5,3,2,3,"[""FMOD0053"", ""FMOD0087""]","[""FMOD0028"", ""FMOD0068"", ""FMOD0094""]","[""FMOD0053"", ""FMOD0087"", ""UNKNOWN""]",7,5,1,1
Q11A0116,ROBUSTNESS_MULTI_UNKNOWN,MU_2K3U,5,3,2,3,"[""FMOD0060"", ""FMOD0099""]","[""FMOD0046"", ""FMOD0054"", ""FMOD0094""]","[""FMOD0060"", ""FMOD0099"", ""UNKNOWN""]",7,5,1,1
Q11A0117,ROBUSTNESS_MULTI_UNKNOWN,MU_2K3U,5,3,2,3,"[""FMOD0053"", ""FMOD0099""]","[""FMOD0009"", ""FMOD0062"", ""FMOD0085""]","[""FMOD0053"", ""FMOD0099"", ""UNKNOWN""]",7,5,1,1
Q11A0118,ROBUSTNESS_MULTI_UNKNOWN,MU_2K3U,5,3,2,3,"[""FMOD0016"", ""FMOD0060""]","[""FMOD0054"", ""FMOD0085"", ""FMOD0090""]","[""FMOD0016"", ""FMOD0060"", ""UNKNOWN""]",7,5,1,1
Q11A0119,ROBUSTNESS_MULTI_UNKNOWN,MU_2K3U,5,3,2,3,"[""FMOD0003"", ""FMOD0014""]","[""FMOD0028"", ""FMOD0054"", ""FMOD0062""]","[""FMOD0003"", ""FMOD0014"", ""UNKNOWN""]",7,5,1,1
Q11A0120,ROBUSTNESS_MULTI_UNKNOWN,MU_2K3U,5,3,2,3,"[""FMOD0014"", ""FMOD0051""]","[""FMOD0048"", ""FMOD0084"", ""FMOD0094""]","[""FMOD0014"", ""FMOD0051"", ""UNKNOWN""]",7,5,1,1
Q11A0121,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0007"", ""FMOD0062""]","[""UNKNOWN""]",7,5,1,1
Q11A0122,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0070"", ""FMOD0085""]","[""UNKNOWN""]",7,5,1,1
Q11A0123,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0046"", ""FMOD0068""]","[""UNKNOWN""]",7,5,1,1
Q11A0124,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0068"", ""FMOD0090""]","[""UNKNOWN""]",7,5,1,1
Q11A0125,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0070"", ""FMOD0090""]","[""UNKNOWN""]",7,5,1,1
Q11A0126,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0007"", ""FMOD0090""]","[""UNKNOWN""]",7,5,1,1
Q11A0127,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0007"", ""FMOD0048""]","[""UNKNOWN""]",7,5,1,1
Q11A0128,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0028"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0129,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0068"", ""FMOD0084""]","[""UNKNOWN""]",7,5,1,1
Q11A0130,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0068"", ""FMOD0070""]","[""UNKNOWN""]",7,5,1,1
Q11A0131,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0048"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0132,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0009"", ""FMOD0085""]","[""UNKNOWN""]",7,5,1,1
Q11A0133,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0048"", ""FMOD0054""]","[""UNKNOWN""]",7,5,1,1
Q11A0134,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0046"", ""FMOD0054""]","[""UNKNOWN""]",7,5,1,1
Q11A0135,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0046"", ""FMOD0070""]","[""UNKNOWN""]",7,5,1,1
Q11A0136,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0028"", ""FMOD0068""]","[""UNKNOWN""]",7,5,1,1
Q11A0137,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0006"", ""FMOD0084""]","[""UNKNOWN""]",7,5,1,1
Q11A0138,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0027"", ""FMOD0090""]","[""UNKNOWN""]",7,5,1,1
Q11A0139,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0006"", ""FMOD0046""]","[""UNKNOWN""]",7,5,1,1
Q11A0140,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0070"", ""FMOD0085""]","[""UNKNOWN""]",7,5,1,1
Q11A0141,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0007"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0142,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0009"", ""FMOD0028""]","[""UNKNOWN""]",7,5,1,1
Q11A0143,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0054"", ""FMOD0090""]","[""UNKNOWN""]",7,5,1,1
Q11A0144,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0027"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0145,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0054"", ""FMOD0070""]","[""UNKNOWN""]",7,5,1,1
Q11A0146,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0009"", ""FMOD0062""]","[""UNKNOWN""]",7,5,1,1
Q11A0147,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0027"", ""FMOD0090""]","[""UNKNOWN""]",7,5,1,1
Q11A0148,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0027"", ""FMOD0046""]","[""UNKNOWN""]",7,5,1,1
Q11A0149,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0090"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0150,ROBUSTNESS_MULTI_UNKNOWN,MU_U2,2,1,0,2,[],"[""FMOD0048"", ""FMOD0062""]","[""UNKNOWN""]",7,5,1,1
Q11A0151,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0006"", ""FMOD0054"", ""FMOD0062""]","[""UNKNOWN""]",7,5,1,1
Q11A0152,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0007"", ""FMOD0046"", ""FMOD0048""]","[""UNKNOWN""]",7,5,1,1
Q11A0153,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0027"", ""FMOD0046"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0154,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0028"", ""FMOD0054"", ""FMOD0070""]","[""UNKNOWN""]",7,5,1,1
Q11A0155,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0027"", ""FMOD0028"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0156,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0048"", ""FMOD0054"", ""FMOD0070""]","[""UNKNOWN""]",7,5,1,1
Q11A0157,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0007"", ""FMOD0027"", ""FMOD0062""]","[""UNKNOWN""]",7,5,1,1
Q11A0158,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0006"", ""FMOD0090"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0159,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0054"", ""FMOD0062"", ""FMOD0090""]","[""UNKNOWN""]",7,5,1,1
Q11A0160,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0028"", ""FMOD0048"", ""FMOD0054""]","[""UNKNOWN""]",7,5,1,1
Q11A0161,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0084"", ""FMOD0085"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0162,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0027"", ""FMOD0062"", ""FMOD0070""]","[""UNKNOWN""]",7,5,1,1
Q11A0163,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0007"", ""FMOD0046"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0164,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0027"", ""FMOD0028"", ""FMOD0054""]","[""UNKNOWN""]",7,5,1,1
Q11A0165,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0009"", ""FMOD0062"", ""FMOD0090""]","[""UNKNOWN""]",7,5,1,1
Q11A0166,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0009"", ""FMOD0027"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0167,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0007"", ""FMOD0062"", ""FMOD0090""]","[""UNKNOWN""]",7,5,1,1
Q11A0168,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0006"", ""FMOD0070"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0169,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0027"", ""FMOD0054"", ""FMOD0085""]","[""UNKNOWN""]",7,5,1,1
Q11A0170,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0007"", ""FMOD0068"", ""FMOD0070""]","[""UNKNOWN""]",7,5,1,1
Q11A0171,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0027"", ""FMOD0046"", ""FMOD0054""]","[""UNKNOWN""]",7,5,1,1
Q11A0172,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0009"", ""FMOD0027"", ""FMOD0028""]","[""UNKNOWN""]",7,5,1,1
Q11A0173,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0027"", ""FMOD0048"", ""FMOD0062""]","[""UNKNOWN""]",7,5,1,1
Q11A0174,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0062"", ""FMOD0084"", ""FMOD0090""]","[""UNKNOWN""]",7,5,1,1
Q11A0175,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0009"", ""FMOD0046"", ""FMOD0070""]","[""UNKNOWN""]",7,5,1,1
Q11A0176,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0046"", ""FMOD0068"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0177,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0027"", ""FMOD0068"", ""FMOD0084""]","[""UNKNOWN""]",7,5,1,1
Q11A0178,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0007"", ""FMOD0068"", ""FMOD0094""]","[""UNKNOWN""]",7,5,1,1
Q11A0179,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0028"", ""FMOD0048"", ""FMOD0084""]","[""UNKNOWN""]",7,5,1,1
Q11A0180,ROBUSTNESS_MULTI_UNKNOWN,MU_U3,3,1,0,3,[],"[""FMOD0009"", ""FMOD0048"", ""FMOD0054""]","[""UNKNOWN""]",7,5,1,1
