fragment_id,fresh_id,frozen_split,version_id,version_number,variant_index,hard_structured_components,own_current_exact_surviving_images,supports_A_5C_2S_1I,supports_B_5C_1S_2I,supports_C_4C_2S_2I
F6G000281,FMOD0058,CALIBRATION_KNOWN,XqO85sSY,ColorLight-26.x-0.1.1,0,1,1,False,False,False
F6G000282,FMOD0058,CALIBRATION_KNOWN,XqO85sSY,ColorLight-26.x-0.1.1,1,1,1,False,False,False
F6G000283,FMOD0058,CALIBRATION_KNOWN,XqO85sSY,ColorLight-26.x-0.1.1,2,1,1,False,False,False
F6G000284,FMOD0058,CALIBRATION_KNOWN,iQzRWoPW,ColorLight-1.21.11-0.1.1,0,3,1,True,False,False
F6G000285,FMOD0058,CALIBRATION_KNOWN,iQzRWoPW,ColorLight-1.21.11-0.1.1,1,3,1,True,False,False
F6G000286,FMOD0058,CALIBRATION_KNOWN,iQzRWoPW,ColorLight-1.21.11-0.1.1,2,3,1,True,False,False
F6G000287,FMOD0058,CALIBRATION_KNOWN,jKY9OBmI,ColorLight-1.21.1-0.1.1,0,4,1,True,False,False
F6G000288,FMOD0058,CALIBRATION_KNOWN,jKY9OBmI,ColorLight-1.21.1-0.1.1,1,4,1,True,False,False
F6G000289,FMOD0058,CALIBRATION_KNOWN,jKY9OBmI,ColorLight-1.21.1-0.1.1,2,4,1,True,False,False
F6G000290,FMOD0059,CALIBRATION_KNOWN,U79THZ8I,1.1.0+26.2,0,3,8,True,True,True
F6G000291,FMOD0059,CALIBRATION_KNOWN,U79THZ8I,1.1.0+26.2,1,3,8,True,True,True
F6G000292,FMOD0059,CALIBRATION_KNOWN,U79THZ8I,1.1.0+26.2,2,3,8,True,True,True
F6G000293,FMOD0059,CALIBRATION_KNOWN,rM6wKV1h,1.1.0+26.1,0,3,8,True,True,True
F6G000294,FMOD0059,CALIBRATION_KNOWN,rM6wKV1h,1.1.0+26.1,1,3,8,True,True,True
F6G000295,FMOD0059,CALIBRATION_KNOWN,rM6wKV1h,1.1.0+26.1,2,3,8,True,True,True
F6G000296,FMOD0060,TEST_KNOWN,EiYu5mEW,1.0.2,0,2,6,True,True,True
F6G000297,FMOD0060,TEST_KNOWN,EiYu5mEW,1.0.2,1,2,6,True,True,True
F6G000298,FMOD0060,TEST_KNOWN,EiYu5mEW,1.0.2,2,2,6,True,True,True
F6G000299,FMOD0060,TEST_KNOWN,iQQ4PiWC,1.0.1,0,4,5,True,True,True
F6G000300,FMOD0060,TEST_KNOWN,iQQ4PiWC,1.0.1,1,4,5,True,True,True
F6G000301,FMOD0060,TEST_KNOWN,iQQ4PiWC,1.0.1,2,4,5,True,True,True
F6G000302,FMOD0060,TEST_KNOWN,AjOoL4Yc,1.0.0,0,9,5,True,True,True
F6G000303,FMOD0060,TEST_KNOWN,AjOoL4Yc,1.0.0,1,9,5,True,True,True
F6G000304,FMOD0060,TEST_KNOWN,AjOoL4Yc,1.0.0,2,9,5,True,True,True
F6G000305,FMOD0061,TEST_KNOWN,xDUfCCkw,1.1.0+1.21.9-1.21.11,0,2,1,True,False,False
F6G000306,FMOD0061,TEST_KNOWN,xDUfCCkw,1.1.0+1.21.9-1.21.11,1,2,1,True,False,False
F6G000307,FMOD0061,TEST_KNOWN,OXoScrMt,1.0.3+1.21-1.21.8,0,3,1,True,False,False
F6G000308,FMOD0061,TEST_KNOWN,OXoScrMt,1.0.3+1.21-1.21.8,1,3,1,True,False,False
F6G000309,FMOD0061,TEST_KNOWN,OXoScrMt,1.0.3+1.21-1.21.8,2,3,1,True,False,False
F6G000310,FMOD0062,UNKNOWN_HELDOUT,EKw5vPNO,2.2.2-hotfix,0,3,1,True,False,False
F6G000311,FMOD0062,UNKNOWN_HELDOUT,EKw5vPNO,2.2.2-hotfix,1,3,1,True,False,False
F6G000312,FMOD0062,UNKNOWN_HELDOUT,EKw5vPNO,2.2.2-hotfix,2,3,1,True,False,False
F6G000313,FMOD0062,UNKNOWN_HELDOUT,deTBUfYG,2.2.2,0,3,1,True,False,False
F6G000314,FMOD0062,UNKNOWN_HELDOUT,deTBUfYG,2.2.2,1,3,1,True,False,False
F6G000315,FMOD0062,UNKNOWN_HELDOUT,deTBUfYG,2.2.2,2,3,1,True,False,False
F6G000316,FMOD0062,UNKNOWN_HELDOUT,apVobsif,2.2.1,0,4,1,True,False,False
F6G000317,FMOD0062,UNKNOWN_HELDOUT,apVobsif,2.2.1,1,4,1,True,False,False
F6G000318,FMOD0062,UNKNOWN_HELDOUT,apVobsif,2.2.1,2,4,1,True,False,False
F6G000319,FMOD0063,CALIBRATION_KNOWN,rbPSfvXB,26.1.2,0,3,11,True,True,True
F6G000320,FMOD0063,CALIBRATION_KNOWN,rbPSfvXB,26.1.2,1,3,11,True,True,True
F6G000321,FMOD0063,CALIBRATION_KNOWN,rbPSfvXB,26.1.2,2,3,11,True,True,True
F6G000322,FMOD0063,CALIBRATION_KNOWN,6YGak15G,26.1.1,0,3,11,True,True,True
F6G000323,FMOD0063,CALIBRATION_KNOWN,6YGak15G,26.1.1,1,3,11,True,True,True
F6G000324,FMOD0063,CALIBRATION_KNOWN,6YGak15G,26.1.1,2,3,11,True,True,True
F6G000325,FMOD0065,CALIBRATION_KNOWN,bqQeamhf,2.1.6-mc26.1,0,37,13,True,True,True
F6G000326,FMOD0065,CALIBRATION_KNOWN,bqQeamhf,2.1.6-mc26.1,1,37,13,True,True,True
F6G000327,FMOD0065,CALIBRATION_KNOWN,bqQeamhf,2.1.6-mc26.1,2,37,13,True,True,True
F6G000328,FMOD0065,CALIBRATION_KNOWN,XohetPQu,2.1.5-mc26.1,0,37,13,True,True,True
F6G000329,FMOD0065,CALIBRATION_KNOWN,XohetPQu,2.1.5-mc26.1,1,37,13,True,True,True
F6G000330,FMOD0065,CALIBRATION_KNOWN,XohetPQu,2.1.5-mc26.1,2,37,13,True,True,True
F6G000331,FMOD0065,CALIBRATION_KNOWN,uFf00jF4,2.1.4-mc1.21.11,0,38,13,True,True,True
F6G000332,FMOD0065,CALIBRATION_KNOWN,uFf00jF4,2.1.4-mc1.21.11,1,38,13,True,True,True
F6G000333,FMOD0065,CALIBRATION_KNOWN,uFf00jF4,2.1.4-mc1.21.11,2,38,13,True,True,True
F6G000334,FMOD0066,TEST_KNOWN,atl3bpuI,1.1.0+mc1.21.8,0,2,1,True,False,False
F6G000335,FMOD0066,TEST_KNOWN,atl3bpuI,1.1.0+mc1.21.8,1,2,1,True,False,False
F6G000336,FMOD0066,TEST_KNOWN,atl3bpuI,1.1.0+mc1.21.8,2,2,1,True,False,False
F6G000337,FMOD0066,TEST_KNOWN,vM7e7IYM,1.1.0+mc1.21.10,0,2,1,True,False,False
F6G000338,FMOD0066,TEST_KNOWN,vM7e7IYM,1.1.0+mc1.21.10,1,2,1,True,False,False
F6G000339,FMOD0066,TEST_KNOWN,vM7e7IYM,1.1.0+mc1.21.10,2,2,1,True,False,False
F6G000340,FMOD0067,TEST_KNOWN,9IvrHJWk,1.3.5,0,1,2,False,True,False
F6G000341,FMOD0067,TEST_KNOWN,9IvrHJWk,1.3.5,1,1,2,False,True,False
F6G000342,FMOD0067,TEST_KNOWN,9IvrHJWk,1.3.5,2,1,2,False,True,False
F6G000343,FMOD0067,TEST_KNOWN,Uzn5pkvu,1.3.4,0,1,2,False,True,False
F6G000344,FMOD0067,TEST_KNOWN,Uzn5pkvu,1.3.4,1,1,2,False,True,False
F6G000345,FMOD0067,TEST_KNOWN,Uzn5pkvu,1.3.4,2,1,2,False,True,False
F6G000349,FMOD0068,UNKNOWN_HELDOUT,r2rx49IK,2.0.0.11,0,2,1,True,False,False
F6G000350,FMOD0068,UNKNOWN_HELDOUT,r2rx49IK,2.0.0.11,1,2,1,True,False,False
F6G000351,FMOD0068,UNKNOWN_HELDOUT,r2rx49IK,2.0.0.11,2,2,1,True,False,False
F6G000352,FMOD0068,UNKNOWN_HELDOUT,Gvx8aW98,2.0.0.10,0,3,1,True,False,False
F6G000353,FMOD0068,UNKNOWN_HELDOUT,Gvx8aW98,2.0.0.10,1,3,1,True,False,False
F6G000354,FMOD0068,UNKNOWN_HELDOUT,Gvx8aW98,2.0.0.10,2,3,1,True,False,False
F6G000355,FMOD0068,UNKNOWN_HELDOUT,gmojFcs2,2.0.0.9,0,3,1,True,False,False
F6G000356,FMOD0068,UNKNOWN_HELDOUT,gmojFcs2,2.0.0.9,1,3,1,True,False,False
F6G000357,FMOD0068,UNKNOWN_HELDOUT,gmojFcs2,2.0.0.9,2,3,1,True,False,False
F6G000358,FMOD0069,TEST_KNOWN,8dnTaFp8,1.3.1+1.21.8,0,1,4,False,True,False
F6G000359,FMOD0069,TEST_KNOWN,8dnTaFp8,1.3.1+1.21.8,1,1,4,False,True,False
F6G000360,FMOD0069,TEST_KNOWN,8dnTaFp8,1.3.1+1.21.8,2,1,4,False,True,False
F6G000361,FMOD0069,TEST_KNOWN,qZ3pEucc,1.3.1+1.21.11,0,1,4,False,True,False
F6G000362,FMOD0069,TEST_KNOWN,qZ3pEucc,1.3.1+1.21.11,1,1,4,False,True,False
F6G000363,FMOD0069,TEST_KNOWN,qZ3pEucc,1.3.1+1.21.11,2,1,4,False,True,False
F6G000364,FMOD0069,TEST_KNOWN,td94fRJq,1.3.1+26.1,0,1,4,False,True,False
F6G000365,FMOD0069,TEST_KNOWN,td94fRJq,1.3.1+26.1,1,1,4,False,True,False
F6G000366,FMOD0069,TEST_KNOWN,td94fRJq,1.3.1+26.1,2,1,4,False,True,False
F6G000367,FMOD0070,UNKNOWN_HELDOUT,tOvw9ccm,0.5.6,0,91,21,True,True,True
F6G000368,FMOD0070,UNKNOWN_HELDOUT,tOvw9ccm,0.5.6,1,91,21,True,True,True
F6G000369,FMOD0070,UNKNOWN_HELDOUT,tOvw9ccm,0.5.6,2,91,21,True,True,True
F6G000370,FMOD0070,UNKNOWN_HELDOUT,bRPyzlie,0.5.5.h,0,91,21,True,True,True
F6G000371,FMOD0070,UNKNOWN_HELDOUT,bRPyzlie,0.5.5.h,1,91,21,True,True,True
F6G000372,FMOD0070,UNKNOWN_HELDOUT,bRPyzlie,0.5.5.h,2,91,21,True,True,True
F6G000373,FMOD0070,UNKNOWN_HELDOUT,ruyz085C,0.5.5.g,0,61,18,True,True,True
F6G000374,FMOD0070,UNKNOWN_HELDOUT,ruyz085C,0.5.5.g,1,61,18,True,True,True
F6G000375,FMOD0070,UNKNOWN_HELDOUT,ruyz085C,0.5.5.g,2,61,18,True,True,True
F6G000376,FMOD0072,CALIBRATION_KNOWN,EDBonRDJ,1.1.2,0,9,10,True,True,True
F6G000377,FMOD0072,CALIBRATION_KNOWN,AbHyoumV,1.0.1,0,9,10,True,True,True
F6G000378,FMOD0072,CALIBRATION_KNOWN,9WFyFDVA,1.0.0,0,10,8,True,True,True
F6G000379,FMOD0072,CALIBRATION_KNOWN,9WFyFDVA,1.0.0,1,10,8,True,True,True
F6G000380,FMOD0072,CALIBRATION_KNOWN,9WFyFDVA,1.0.0,2,10,8,True,True,True
F6G000381,FMOD0074,TEST_KNOWN,scO6R6xa,1.21.11-1.11.2,0,40,1,True,False,False
F6G000382,FMOD0074,TEST_KNOWN,scO6R6xa,1.21.11-1.11.2,1,40,1,True,False,False
F6G000383,FMOD0074,TEST_KNOWN,scO6R6xa,1.21.11-1.11.2,2,40,1,True,False,False
F6G000384,FMOD0074,TEST_KNOWN,9MFcIvHy,1.21.11-1.11.1,0,40,1,True,False,False
F6G000385,FMOD0074,TEST_KNOWN,9MFcIvHy,1.21.11-1.11.1,1,40,1,True,False,False
F6G000386,FMOD0074,TEST_KNOWN,9MFcIvHy,1.21.11-1.11.1,2,40,1,True,False,False
F6G000387,FMOD0077,TEST_KNOWN,n4xzuN3I,3.102.6+26.1.2,0,2,11,True,True,True
F6G000388,FMOD0077,TEST_KNOWN,n4xzuN3I,3.102.6+26.1.2,1,2,11,True,True,True
F6G000389,FMOD0077,TEST_KNOWN,n4xzuN3I,3.102.6+26.1.2,2,2,11,True,True,True
F6G000390,FMOD0077,TEST_KNOWN,DGdWTqZw,3.103.0+26.2,0,7,11,True,True,True
F6G000391,FMOD0077,TEST_KNOWN,2jiVKsYB,3.102.5+26.1.2,0,7,11,True,True,True
F6G000392,FMOD0077,TEST_KNOWN,2jiVKsYB,3.102.5+26.1.2,2,7,11,True,True,True
F6G000398,FMOD0079,TEST_KNOWN,vNEaHOJc,2.1.3+mc1.21,0,2,202,True,True,True
F6G000399,FMOD0079,TEST_KNOWN,vNEaHOJc,2.1.3+mc1.21,1,2,202,True,True,True
F6G000400,FMOD0079,TEST_KNOWN,vNEaHOJc,2.1.3+mc1.21,2,2,202,True,True,True
F6G000401,FMOD0079,TEST_KNOWN,IBOfRJPO,2.1.2+mc1.21,0,2,202,True,True,True
F6G000402,FMOD0079,TEST_KNOWN,IBOfRJPO,2.1.2+mc1.21,1,2,202,True,True,True
F6G000403,FMOD0079,TEST_KNOWN,IBOfRJPO,2.1.2+mc1.21,2,2,202,True,True,True
F6G000404,FMOD0079,TEST_KNOWN,EgoQu3dI,2.1.1+mc1.20.2,0,55,202,True,True,True
F6G000405,FMOD0079,TEST_KNOWN,EgoQu3dI,2.1.1+mc1.20.2,1,55,202,True,True,True
F6G000406,FMOD0079,TEST_KNOWN,EgoQu3dI,2.1.1+mc1.20.2,2,55,202,True,True,True
F6G000407,FMOD0081,CALIBRATION_KNOWN,Ll0d0AwJ,1.0.0,0,9,52,True,True,True
F6G000408,FMOD0081,CALIBRATION_KNOWN,tpzpnxVa,0.2.0,0,13,48,True,True,True
F6G000409,FMOD0081,CALIBRATION_KNOWN,tpzpnxVa,0.2.0,1,13,48,True,True,True
F6G000410,FMOD0081,CALIBRATION_KNOWN,tpzpnxVa,0.2.0,2,13,48,True,True,True
F6G000411,FMOD0081,CALIBRATION_KNOWN,Uitrnhgs,0.1.0,0,24,34,True,True,True
F6G000412,FMOD0081,CALIBRATION_KNOWN,Uitrnhgs,0.1.0,1,24,34,True,True,True
F6G000413,FMOD0081,CALIBRATION_KNOWN,Uitrnhgs,0.1.0,2,24,34,True,True,True
F6G000414,FMOD0082,CALIBRATION_KNOWN,qGdCrL3t,1.1.15,0,12,978,True,True,True
F6G000415,FMOD0082,CALIBRATION_KNOWN,qGdCrL3t,1.1.15,1,12,978,True,True,True
F6G000416,FMOD0082,CALIBRATION_KNOWN,qGdCrL3t,1.1.15,2,12,978,True,True,True
F6G000417,FMOD0082,CALIBRATION_KNOWN,A5r1znx6,1.1.14,0,43,978,True,True,True
F6G000418,FMOD0082,CALIBRATION_KNOWN,A5r1znx6,1.1.14,1,43,978,True,True,True
F6G000419,FMOD0082,CALIBRATION_KNOWN,A5r1znx6,1.1.14,2,43,978,True,True,True
F6G000420,FMOD0082,CALIBRATION_KNOWN,Z78935kR,1.1.13,0,43,978,True,True,True
F6G000421,FMOD0082,CALIBRATION_KNOWN,Z78935kR,1.1.13,1,43,978,True,True,True
F6G000422,FMOD0082,CALIBRATION_KNOWN,Z78935kR,1.1.13,2,43,978,True,True,True
F6G000423,FMOD0083,TEST_KNOWN,OkGF8Kho,0.1.10,0,5,1,True,False,False
F6G000424,FMOD0083,TEST_KNOWN,OkGF8Kho,0.1.10,1,5,1,True,False,False
F6G000425,FMOD0083,TEST_KNOWN,OkGF8Kho,0.1.10,2,5,1,True,False,False
F6G000426,FMOD0083,TEST_KNOWN,1HttX0dS,0.1.9,0,6,1,True,False,False
F6G000427,FMOD0083,TEST_KNOWN,1HttX0dS,0.1.9,1,6,1,True,False,False
F6G000428,FMOD0083,TEST_KNOWN,1HttX0dS,0.1.9,2,6,1,True,False,False
F6G000429,FMOD0084,UNKNOWN_HELDOUT,S05ir9dj,1.12.2,0,3,3,True,True,True
F6G000430,FMOD0084,UNKNOWN_HELDOUT,S05ir9dj,1.12.2,1,3,3,True,True,True
F6G000431,FMOD0084,UNKNOWN_HELDOUT,S05ir9dj,1.12.2,2,3,3,True,True,True
F6G000432,FMOD0084,UNKNOWN_HELDOUT,J96qMveQ,1.12.1,0,2,3,True,True,True
F6G000433,FMOD0084,UNKNOWN_HELDOUT,J96qMveQ,1.12.1,1,2,3,True,True,True
F6G000434,FMOD0084,UNKNOWN_HELDOUT,J96qMveQ,1.12.1,2,2,3,True,True,True
F6G000435,FMOD0084,UNKNOWN_HELDOUT,qKSZr74f,1.12.1,0,2,3,True,True,True
F6G000436,FMOD0084,UNKNOWN_HELDOUT,qKSZr74f,1.12.1,1,2,3,True,True,True
F6G000437,FMOD0084,UNKNOWN_HELDOUT,qKSZr74f,1.12.1,2,2,3,True,True,True
F6G000438,FMOD0085,UNKNOWN_HELDOUT,SuzEDJFj,7.0.0,0,44,47,True,True,True
F6G000439,FMOD0085,UNKNOWN_HELDOUT,SuzEDJFj,7.0.0,1,44,47,True,True,True
F6G000440,FMOD0085,UNKNOWN_HELDOUT,SuzEDJFj,7.0.0,2,44,47,True,True,True
F6G000441,FMOD0085,UNKNOWN_HELDOUT,PxUMu8BC,6.0.0,0,41,47,True,True,True
F6G000442,FMOD0085,UNKNOWN_HELDOUT,PxUMu8BC,6.0.0,1,41,47,True,True,True
F6G000443,FMOD0085,UNKNOWN_HELDOUT,PxUMu8BC,6.0.0,2,41,47,True,True,True
F6G000444,FMOD0085,UNKNOWN_HELDOUT,krwZeaSE,5.1.0,0,42,47,True,True,True
F6G000445,FMOD0085,UNKNOWN_HELDOUT,krwZeaSE,5.1.0,1,42,47,True,True,True
F6G000446,FMOD0085,UNKNOWN_HELDOUT,krwZeaSE,5.1.0,2,42,47,True,True,True
F6G000447,FMOD0086,TEST_KNOWN,CVeqqBLA,1.1.11+26.1.2,0,1,1,False,False,False
F6G000448,FMOD0086,TEST_KNOWN,CVeqqBLA,1.1.11+26.1.2,1,1,1,False,False,False
F6G000449,FMOD0086,TEST_KNOWN,dU1doC63,1.1.11+26.1.2,0,1,1,False,False,False
F6G000450,FMOD0086,TEST_KNOWN,dU1doC63,1.1.11+26.1.2,1,1,1,False,False,False
F6G000451,FMOD0086,TEST_KNOWN,VxmUBIb6,1.1.11+26.1,0,1,1,False,False,False
F6G000452,FMOD0086,TEST_KNOWN,VxmUBIb6,1.1.11+26.1,1,1,1,False,False,False
F6G000453,FMOD0086,TEST_KNOWN,VxmUBIb6,1.1.11+26.1,2,1,1,False,False,False
F6G000454,FMOD0087,TEST_KNOWN,dqBlloWg,0.12.1,0,4,20,True,True,True
F6G000455,FMOD0087,TEST_KNOWN,NK7mfZ9O,0.12.0,0,4,20,True,True,True
F6G000456,FMOD0087,TEST_KNOWN,IvA7ptS8,0.12.0-alpha.1,0,4,20,True,True,True
F6G000457,FMOD0089,TEST_KNOWN,qHW7wfGd,26.1.0,0,4,9,True,True,True
F6G000458,FMOD0089,TEST_KNOWN,qHW7wfGd,26.1.0,2,4,9,True,True,True
F6G000459,FMOD0089,TEST_KNOWN,NglexoWN,21.11.0,0,5,9,True,True,True
F6G000460,FMOD0089,TEST_KNOWN,NglexoWN,21.11.0,1,5,9,True,True,True
F6G000461,FMOD0089,TEST_KNOWN,NglexoWN,21.11.0,2,5,9,True,True,True
F6G000462,FMOD0089,TEST_KNOWN,MrweWZ20,21.10.2,0,6,9,True,True,True
F6G000463,FMOD0089,TEST_KNOWN,MrweWZ20,21.10.2,1,6,9,True,True,True
F6G000464,FMOD0089,TEST_KNOWN,MrweWZ20,21.10.2,2,6,9,True,True,True
F6G000465,FMOD0090,UNKNOWN_HELDOUT,mroD9G2a,0.1.3,0,6,2,True,True,True
F6G000466,FMOD0090,UNKNOWN_HELDOUT,mroD9G2a,0.1.3,1,6,2,True,True,True
F6G000467,FMOD0090,UNKNOWN_HELDOUT,mroD9G2a,0.1.3,2,6,2,True,True,True
F6G000468,FMOD0090,UNKNOWN_HELDOUT,mSdG9nSG,0.1.2,0,6,2,True,True,True
F6G000469,FMOD0090,UNKNOWN_HELDOUT,mSdG9nSG,0.1.2,1,6,2,True,True,True
F6G000470,FMOD0090,UNKNOWN_HELDOUT,mSdG9nSG,0.1.2,2,6,2,True,True,True
F6G000471,FMOD0090,UNKNOWN_HELDOUT,RAlE2UQT,0.1.1,0,6,2,True,True,True
F6G000472,FMOD0090,UNKNOWN_HELDOUT,RAlE2UQT,0.1.1,1,6,2,True,True,True
F6G000473,FMOD0090,UNKNOWN_HELDOUT,RAlE2UQT,0.1.1,2,6,2,True,True,True
F6G000474,FMOD0094,UNKNOWN_HELDOUT,qYA1sbDb,4.0.5,0,1,2,False,True,False
F6G000475,FMOD0094,UNKNOWN_HELDOUT,qYA1sbDb,4.0.5,1,1,2,False,True,False
F6G000476,FMOD0094,UNKNOWN_HELDOUT,qYA1sbDb,4.0.5,2,1,2,False,True,False
F6G000477,FMOD0096,TEST_KNOWN,yhbCh01w,3.3.7,0,19,7,True,True,True
F6G000478,FMOD0096,TEST_KNOWN,yhbCh01w,3.3.7,2,19,7,True,True,True
F6G000479,FMOD0097,CALIBRATION_KNOWN,VgGIJdPS,1.1.5+mc1.21.8-fabric,0,1,8,False,True,False
F6G000480,FMOD0097,CALIBRATION_KNOWN,VgGIJdPS,1.1.5+mc1.21.8-fabric,1,1,8,False,True,False
F6G000481,FMOD0097,CALIBRATION_KNOWN,VgGIJdPS,1.1.5+mc1.21.8-fabric,2,1,8,False,True,False
F6G000482,FMOD0097,CALIBRATION_KNOWN,HYm0AuOT,1.1.5+mc1.21.7-fabric,0,1,8,False,True,False
F6G000483,FMOD0097,CALIBRATION_KNOWN,HYm0AuOT,1.1.5+mc1.21.7-fabric,1,1,8,False,True,False
F6G000484,FMOD0097,CALIBRATION_KNOWN,HYm0AuOT,1.1.5+mc1.21.7-fabric,2,1,8,False,True,False
F6G000485,FMOD0097,CALIBRATION_KNOWN,jlsoSvM2,1.1.5+mc1.21.6-fabric,0,1,8,False,True,False
F6G000486,FMOD0097,CALIBRATION_KNOWN,jlsoSvM2,1.1.5+mc1.21.6-fabric,1,1,8,False,True,False
F6G000487,FMOD0097,CALIBRATION_KNOWN,jlsoSvM2,1.1.5+mc1.21.6-fabric,2,1,8,False,True,False
F6G000488,FMOD0099,TEST_KNOWN,cOTJKyN0,1.9.1+1.19,0,2,1,True,False,False
F6G000495,FMOD0101,CALIBRATION_KNOWN,uGHNJPDL,1.0.0,0,6,1,True,False,False
F6G000496,FMOD0101,CALIBRATION_KNOWN,uGHNJPDL,1.0.0,1,6,1,True,False,False
F6G000497,FMOD0101,CALIBRATION_KNOWN,uGHNJPDL,1.0.0,2,6,1,True,False,False
