query_id,node_id,stage,scenario,k_true,modality,ground_truth_label,source_fresh_id,source_version_id,source_version_number,source_fragment_id,source_fragment_node_id,source_relative_path,source_component_sha256,transform_recipe
Q6K00100,Q6K00100_N06,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0034,FMOD0034,fDrCPR5v,0.9.002,F6G000145,F6G000145_N0001,net/brixian/enderscapesdelight/data/ModelDatagen.class,abedce91315974bbb3723f1b874884b76749eb622cf8aa0471e9d6155d48adcc,NONE
Q6K00100,Q6K00100_N07,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0058,FMOD0058,jKY9OBmI,ColorLight-1.21.1-0.1.1,F6G000287,,assets/colorlight/icon.png,d48d09879c7f29682fc820ee53ed8f2f429013059685cf460da3db4fe80de312,LOSSLESS_REENCODE_PNG_V1
Q6K00101,Q6K00101_N01,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0065,FMOD0065,uFf00jF4,2.1.4-mc1.21.11,F6G000332,,assets/simple_copper_pipes/textures/block/weathered_copper_fitting.png,f0be3e3da15f0994d547a62b28057a5e42353dd4df6656dc59ac6ffc4d04e1e9,LOSSLESS_REENCODE_PNG_V1
Q6K00101,Q6K00101_N02,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0065,FMOD0065,uFf00jF4,2.1.4-mc1.21.11,F6G000332,,data/simple_copper_pipes/loot_table/blocks/exposed_copper_pipe.json,d7038cbc43910cf9ebdd3389cb19cf1b1d38c8b94bceba3a4b726151c9bc026c,NONE
Q6K00101,Q6K00101_N03,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0065,FMOD0065,uFf00jF4,2.1.4-mc1.21.11,F6G000332,F6G000332_N0001,net/lunade/copper/SimpleCopperPipesConstants.class,1564ea024bf8480d73aed5a67201c4a81bed4da35f7268b585e5e6c31559a9eb,NONE
Q6K00101,Q6K00101_N04,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0065,FMOD0065,uFf00jF4,2.1.4-mc1.21.11,F6G000332,F6G000332_N0004,net/lunade/copper/block/CopperPipeBlock.class,5701e54e96e401358557bf776334723d376f696f0e713acde6af39852a850e84,NONE
Q6K00101,Q6K00101_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0065,FMOD0065,uFf00jF4,2.1.4-mc1.21.11,F6G000332,F6G000332_N0005,net/lunade/copper/registry/SimpleCopperPipesBlockEntityTypes.class,1fbf6171dbfceb6d261bed2481611590ee37549013569530435766dbea823cb5,NONE
Q6K00101,Q6K00101_N06,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0059,FMOD0059,rM6wKV1h,1.1.0+26.1,F6G000295,F6G000295_N0002,com/fertilegrounds/block/ModBlockProperties.class,1f7be1948e5fdc00d57ac480de7d441cda64b39bef98fa626564bc060cddae7c,NONE
Q6K00101,Q6K00101_N07,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0059,FMOD0059,rM6wKV1h,1.1.0+26.1,F6G000295,F6G000295_N0005,com/fertilegrounds/block/GrowthBoostedSandBlock.class,88777043ae5c6bd6509a48944e437de3c03af2d1aafe0cfa722963b4c26e785e,NONE
Q6K00102,Q6K00102_N01,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0097,FMOD0097,jlsoSvM2,1.1.5+mc1.21.6-fabric,F6G000486,F6G000486_N0005,dev/_0yh/adachireiNui/client/render/AdachireiNuiBlockEntityRenderer$Axis.class,77bd9d7ece116244207e869c516be3429ce53c7e6966b6a23d0a7486b9b4bb08,NONE
Q6K00102,Q6K00102_N02,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0063,FMOD0063,6YGak15G,26.1.1,F6G000324,F6G000324_N0004,fuzs/metalbundles/common/data/ModRecipeProvider.class,ac1f4f0a7311b2882460ed6bda9af6e4305fc3c394f2c86ca4a5c1ff66b37de2,NONE
Q6K00102,Q6K00102_N03,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0097,FMOD0097,jlsoSvM2,1.1.5+mc1.21.6-fabric,F6G000486,,assets/adachirei-nui/textures/block/adachirei-nui_box.png,7ed51445e20a7ee4649bde8ec366a7f1d6f9c65fd9945ee0f062f39712a032f7,LOSSLESS_REENCODE_PNG_V1
Q6K00102,Q6K00102_N04,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0063,FMOD0063,6YGak15G,26.1.1,F6G000324,,fabric.mod.json,e899a725156b76b7ad41b1dbafcd056dd35d2093f548125521ea3602cfda868b,NONE
Q6K00102,Q6K00102_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0063,FMOD0063,6YGak15G,26.1.1,F6G000324,F6G000324_N0003,fuzs/metalbundles/common/world/item/storage/MetalBundleContentsStorage.class,f5666da5dd7b96f1fe25cd4142e322c1e63e19fdaa5ad1f1b4855dda6aab88d9,NONE
Q6K00102,Q6K00102_N06,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0063,FMOD0063,6YGak15G,26.1.1,F6G000324,F6G000324_N0002,fuzs/metalbundles/common/data/tags/ModItemTagProvider.class,d59dd9baab15e488fd4b7ce3df32f6ff013edc29b64f7d5c84be022f082cfda6,NONE
Q6K00102,Q6K00102_N07,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0097,FMOD0097,jlsoSvM2,1.1.5+mc1.21.6-fabric,F6G000486,F6G000486_N0003,dev/_0yh/adachireiNui/client/AdachireiNuiClient.class,f763c058bbca4d35996efced40146f4d2bc2f5772b01480489f6fa9760e5c063,NONE
Q6K00103,Q6K00103_N01,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0039,FMOD0039,VxN1g1Y5,0.1.3-alpha+26.1.2,F6G000172,F6G000172_N0002,net/spottedtoad/lostisles/TheLostIslesDataGenerator.class,e1e6655a37bb3975bb7dc4d6e99be06e29b4bd453d911eea413d9ad9726f9a6c,NONE
Q6K00103,Q6K00103_N02,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0039,FMOD0039,VxN1g1Y5,0.1.3-alpha+26.1.2,F6G000172,F6G000172_N0003,net/spottedtoad/lostisles/world/trees/ModSaplingGenerators.class,dca3231044f25e25c246a45c448af6998ee5e0424cadad4f97e1997e93f37c7d,NONE
Q6K00103,Q6K00103_N03,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0039,FMOD0039,VxN1g1Y5,0.1.3-alpha+26.1.2,F6G000172,,fabric.mod.json,5d47abd7b6563555e95495bf4b7f862bc2b2150df446414bd2cf4d907a8d2c9e,NONE
Q6K00103,Q6K00103_N04,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0039,FMOD0039,VxN1g1Y5,0.1.3-alpha+26.1.2,F6G000172,F6G000172_N0004,net/spottedtoad/lostisles/TheLostIsles.class,541d452eba33be7d0704ea6760b427b11f883a024f6ce37bc0ed892f8b73c8f1,NONE
Q6K00103,Q6K00103_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0058,FMOD0058,iQzRWoPW,ColorLight-1.21.11-0.1.1,F6G000285,F6G000285_N0003,me/mrhikmen/colorlight/core/light/ColorLightChunkScanner.class,304f7cc52fe44c5205609b5c29f7be03751ab4f45f423143b6c04b6600358033,NONE
Q6K00103,Q6K00103_N06,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0058,FMOD0058,iQzRWoPW,ColorLight-1.21.11-0.1.1,F6G000285,,assets/colorlight/icon.png,d48d09879c7f29682fc820ee53ed8f2f429013059685cf460da3db4fe80de312,LOSSLESS_REENCODE_PNG_V1
Q6K00103,Q6K00103_N07,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0058,FMOD0058,iQzRWoPW,ColorLight-1.21.11-0.1.1,F6G000285,F6G000285_N0005,me/mrhikmen/colorlight/ColorLightClient.class,2e3902b174e74a477bab72269a29988dc24ea6dc25f3e706655956a57655b54c,NONE
Q6K00104,Q6K00104_N01,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0056,FMOD0056,9YJCuU3X,2.2.0,F6G000267,F6G000267_N0005,de/mrstilu2k6/better_revive/network/ServerPacketHandler.class,e01ba319df16d8d510ff0b8cd276c8b62731bc8dfebd002e162d0d0eea67c1d1,NONE
Q6K00104,Q6K00104_N02,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0030,FMOD0030,AsNvOJaM,1.4.5+1.21.11,F6G000131,F6G000131_N0003,de/fuballer/mcendgame/main/component/custom_attribute/effects/burn_enemy_on_walk/BurnEnemyOnWalkSettings.class,7ab1d757f0162a4108cc91b33fb41523636e47519f2a26fbd7e49ff37d4d63d3,NONE
Q6K00104,Q6K00104_N03,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0030,FMOD0030,AsNvOJaM,1.4.5+1.21.11,F6G000131,,data/mcendgame/dimension_type/dungeon.json,e038afb4969f7a914d0bce1648ea1d429cb7425a5c4fc214b46803a06c7aca51,NONE
Q6K00104,Q6K00104_N04,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0030,FMOD0030,AsNvOJaM,1.4.5+1.21.11,F6G000131,,assets/mcendgame/textures/entity/equipment/custom_humanoid/abyssal_mask.png,07afb9543fb7f6a15829d0f06442931847e448942413ead607b0bc115432c068,LOSSLESS_REENCODE_PNG_V1
Q6K00104,Q6K00104_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0030,FMOD0030,AsNvOJaM,1.4.5+1.21.11,F6G000131,F6G000131_N0005,de/fuballer/mcendgame/main/component/custom_attribute/CustomAttributeUtil.class,02ff8657c3cd92d279d359150f2a53dd88bfef338722ae41998f54c733b4b9cd,NONE
Q6K00104,Q6K00104_N06,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0030,FMOD0030,AsNvOJaM,1.4.5+1.21.11,F6G000131,F6G000131_N0002,de/fuballer/mcendgame/main/component/custom_attribute/AttributeFormats.class,4d2569098f95a12f39b767915764b8a0e4e4a972f3ba73c6fb9a4506a7925b36,NONE
Q6K00104,Q6K00104_N07,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0056,FMOD0056,9YJCuU3X,2.2.0,F6G000267,F6G000267_N0001,de/mrstilu2k6/better_revive/network/ModNetworking$AdminMenuActionPayload.class,0991728ebabadbccb2e8f1f19d8729f14c8a510b3c2aa07047d05c730be91617,NONE
Q6K00105,Q6K00105_N01,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0097,FMOD0097,VgGIJdPS,1.1.5+mc1.21.8-fabric,F6G000480,F6G000480_N0003,dev/_0yh/adachireiNui/client/render/AdachireiNuiBlockEntityRenderer.class,0ac12013b861de7fd928ece0ab4b634be0090a25d6af30cb26c7bd601aa54188,NONE
Q6K00105,Q6K00105_N02,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0059,FMOD0059,rM6wKV1h,1.1.0+26.1,F6G000294,F6G000294_N0002,com/fertilegrounds/FertileGrounds.class,62180633248b3e9acca666dfd4f8ee173e298b551db123def874005ef61f0ee0,NONE
Q6K00105,Q6K00105_N03,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0097,FMOD0097,VgGIJdPS,1.1.5+mc1.21.8-fabric,F6G000480,,assets/adachirei-nui/textures/block/adachirei-nui_box.png,7ed51445e20a7ee4649bde8ec366a7f1d6f9c65fd9945ee0f062f39712a032f7,LOSSLESS_REENCODE_PNG_V1
Q6K00105,Q6K00105_N04,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0059,FMOD0059,rM6wKV1h,1.1.0+26.1,F6G000294,F6G000294_N0005,com/fertilegrounds/item/ModItemGroups.class,8c9425f23bcc5f05b6034f163b09f4cbcf8b25a5827a5daebe31ab69c0d91fd3,NONE
Q6K00105,Q6K00105_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0059,FMOD0059,rM6wKV1h,1.1.0+26.1,F6G000294,F6G000294_N0001,com/fertilegrounds/util/ModIdsUtil.class,ecbd89c1ac22a6c54ac48571cf399911136ad17cfc81aad0df8c39b9d5f4996d,NONE
Q6K00105,Q6K00105_N06,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0097,FMOD0097,VgGIJdPS,1.1.5+mc1.21.8-fabric,F6G000480,F6G000480_N0002,dev/_0yh/adachireiNui/client/render/AdachireiNuiBlockEntityRenderer$ParsedModel.class,8901a6912873d13ddf78e798f92b6c7ed762e3a03689d05b6c05e1247042083b,NONE
Q6K00105,Q6K00105_N07,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0097,FMOD0097,VgGIJdPS,1.1.5+mc1.21.8-fabric,F6G000480,,fabric.mod.json,a1c8fd7b802b8397f38d4830a26ee9dcf8ef2c9c13e4022cefc538fcafb4553f,NONE
Q6K00106,Q6K00106_N01,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0072,FMOD0072,9WFyFDVA,1.0.0,F6G000380,F6G000380_N0001,jai/paradisebounty/items/ExperienceHoe.class,850ba21cb13d3888fbf8515d69737b58150fe94fd5352c4022333d734f277fae,NONE
Q6K00106,Q6K00106_N02,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0097,FMOD0097,VgGIJdPS,1.1.5+mc1.21.8-fabric,F6G000479,F6G000479_N0002,dev/_0yh/adachireiNui/client/AdachireiNuiClient.class,f763c058bbca4d35996efced40146f4d2bc2f5772b01480489f6fa9760e5c063,NONE
Q6K00106,Q6K00106_N03,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0072,FMOD0072,9WFyFDVA,1.0.0,F6G000380,F6G000380_N0002,jai/paradisebounty/items/ParadiseItems.class,5bc1034350709f28f23b899bcc22911711896455c1de9fd21948ab52430c9f35,NONE
Q6K00106,Q6K00106_N04,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0097,FMOD0097,VgGIJdPS,1.1.5+mc1.21.8-fabric,F6G000479,,fabric.mod.json,a1c8fd7b802b8397f38d4830a26ee9dcf8ef2c9c13e4022cefc538fcafb4553f,NONE
Q6K00106,Q6K00106_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0072,FMOD0072,9WFyFDVA,1.0.0,F6G000380,F6G000380_N0004,jai/paradisebounty/ParadiseBounty.class,39c1bcbf82f8ef6e63eb85e78659a8140defdaab4aecde1494d0648ac2912f45,NONE
Q6K00106,Q6K00106_N06,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0072,FMOD0072,9WFyFDVA,1.0.0,F6G000380,,assets/paradise_bounty/textures/item/experience_hoe.png,5b4c48bbe348b53f4d6fba1cc8ca2c8f23242d1dce6757b0ea88e8d68e11763c,LOSSLESS_REENCODE_PNG_V1
Q6K00106,Q6K00106_N07,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0097,FMOD0097,VgGIJdPS,1.1.5+mc1.21.8-fabric,F6G000479,F6G000479_N0003,dev/_0yh/adachireiNui/client/render/AdachireiNuiBlockEntityRenderer.class,0ac12013b861de7fd928ece0ab4b634be0090a25d6af30cb26c7bd601aa54188,NONE
Q6K00107,Q6K00107_N01,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0020,FMOD0020,n2pEPUn7,1.11.8+1.21.1,F6G000074,,assets/origins/textures/gui/resource_bar.png,4bfedcdb184bdeb17ce9ff0d6f249ca08379e7abeba3c44f0227974e9e8d2dd6,LOSSLESS_REENCODE_PNG_V1
Q6K00107,Q6K00107_N02,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0020,FMOD0020,n2pEPUn7,1.11.8+1.21.1,F6G000074,F6G000074_N0005,io/github/apace100/origins/power/OriginsPowerTypes.class,3b58e1ea5cf4ae62a902fc8b5d1b3061de28d2da0e5bc49b9b514e21b8a52e12,NONE
Q6K00107,Q6K00107_N03,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0020,FMOD0020,n2pEPUn7,1.11.8+1.21.1,F6G000074,,origins.mixins.json,78c516e005ddd56abd759957352fbd0a1b203cc5cf7d51f64051dbb4bc3bf330,NONE
Q6K00107,Q6K00107_N04,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0059,FMOD0059,U79THZ8I,1.1.0+26.2,F6G000292,F6G000292_N0005,com/fertilegrounds/block/ModBlocks.class,dca9294cb22dc76194737816c8236529e9cefb8f4022e612760067c217b04b84,NONE
Q6K00107,Q6K00107_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0059,FMOD0059,U79THZ8I,1.1.0+26.2,F6G000292,F6G000292_N0001,com/fertilegrounds/block/ModBlockProperties.class,1f7be1948e5fdc00d57ac480de7d441cda64b39bef98fa626564bc060cddae7c,NONE
Q6K00107,Q6K00107_N06,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0020,FMOD0020,n2pEPUn7,1.11.8+1.21.1,F6G000074,F6G000074_N0003,io/github/apace100/origins/registry/ModEntities.class,338e28094e48a5fa44ca8b4d5cc057852ec8e5e95ae51f3f1bccdfd59e762c0d,NONE
Q6K00107,Q6K00107_N07,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0059,FMOD0059,U79THZ8I,1.1.0+26.2,F6G000292,F6G000292_N0002,com/fertilegrounds/util/ModIdsUtil.class,ecbd89c1ac22a6c54ac48571cf399911136ad17cfc81aad0df8c39b9d5f4996d,NONE
Q6K00108,Q6K00108_N01,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0030,FMOD0030,HqRCLOCI,1.5.3+26.1.2,F6G000130,F6G000130_N0003,de/fuballer/mcendgame/main/component/entity/types/SkeletonStats.class,9ea6e040ad464b7b5eb9914225f750c3775778ee04c457ae43be114cf0d6229f,NONE
Q6K00108,Q6K00108_N02,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0058,FMOD0058,XqO85sSY,ColorLight-26.x-0.1.1,F6G000283,F6G000283_N0001,me/mrhikmen/colorlight/compat/lambdynlights/ColorLightEntityLightTicker.class,d0eba76dc2ee7fbfa29941c8b70d604304f3ebd112614e6a0a02eebf859396d9,NONE
Q6K00108,Q6K00108_N03,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0058,FMOD0058,XqO85sSY,ColorLight-26.x-0.1.1,F6G000283,,assets/colorlight/icon.png,d48d09879c7f29682fc820ee53ed8f2f429013059685cf460da3db4fe80de312,LOSSLESS_REENCODE_PNG_V1
Q6K00108,Q6K00108_N04,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0030,FMOD0030,HqRCLOCI,1.5.3+26.1.2,F6G000130,F6G000130_N0006,de/fuballer/mcendgame/main/component/entity/types/ParchedStats.class,e0e52b1a463605bfbb55116cb7a90b1f7de378135eac8c819717a8e0b6601fcd,NONE
Q6K00108,Q6K00108_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0058,FMOD0058,XqO85sSY,ColorLight-26.x-0.1.1,F6G000283,F6G000283_N0003,me/mrhikmen/colorlight/config/gui/sodium/ColorLightSodiumConfig.class,ac1528fb98ffcfb002b1dbef9c5a781583ec6a908d7c807101aa09518a13cc9f,NONE
Q6K00108,Q6K00108_N06,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0058,FMOD0058,XqO85sSY,ColorLight-26.x-0.1.1,F6G000283,,fabric.mod.json,fd82581ab99c0dabb80e7a740a311478c515d04c19cfdcf2677d5ef5e7b14d28,NONE
Q6K00108,Q6K00108_N07,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0030,FMOD0030,HqRCLOCI,1.5.3+26.1.2,F6G000130,F6G000130_N0004,de/fuballer/mcendgame/main/component/entity/types/HuskStats.class,7b5574fa1626ac977cdec1574094840d680212a7e43088ad29c2304f412f0f0a,NONE
Q6K00109,Q6K00109_N01,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0052,FMOD0052,xqeOPHTm,2.0.2,F6G000237,F6G000237_N0005,com/retr0/armor/toolsmiths/overhaul/mixin/VillagerMixin.class,ed9baf7667b38139532722c39ebe26f0c51de6af746bd374dd0937d0e991bf6b,NONE
Q6K00109,Q6K00109_N02,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0056,FMOD0056,vJxaO6H1,2.2.0,F6G000271,,assets/better_revive/textures/item/revive_potion_1.png,6df51562bbf8350dfe6fd3a2b46b618d0a7d01449a95e9cd15f286c40f48b2eb,LOSSLESS_REENCODE_PNG_V1
Q6K00109,Q6K00109_N03,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0056,FMOD0056,vJxaO6H1,2.2.0,F6G000271,F6G000271_N0003,de/mrstilu2k6/better_revive/util/DownedPlayerPersistence$ManualBlockEntry.class,99c19e2581f99f680334a109c82e4f63dd6f58b09a49c906cb7e232b81ab5885,NONE
Q6K00109,Q6K00109_N04,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0052,FMOD0052,xqeOPHTm,2.0.2,F6G000237,F6G000237_N0003,com/retr0/armor/toolsmiths/overhaul/ArmorToolsmithsOverhaul.class,145c4ece76531c316bc0827ccec81a74132863be31dcb217cdac2504ee4c8174,NONE
Q6K00109,Q6K00109_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0056,FMOD0056,vJxaO6H1,2.2.0,F6G000271,F6G000271_N0005,de/mrstilu2k6/better_revive/util/DownedPlayerPersistence.class,937c0825b5bced08b0fb0d844f6c037355d53a2c58c947409eaf25f5060381dd,NONE
Q6K00109,Q6K00109_N06,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0052,FMOD0052,xqeOPHTm,2.0.2,F6G000237,,armortoolsmiths-overhaul.mixins.json,4cb7f33a45fa38f1d98fe45453c8b50a3a27db1048c2837fa48fb940f539e04e,NONE
Q6K00109,Q6K00109_N07,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0056,FMOD0056,vJxaO6H1,2.2.0,F6G000271,F6G000271_N0001,de/mrstilu2k6/better_revive/config/ReviveConfig.class,f768eaf3d1b410b7ddc33bcc1436b514a757401bcba9acf89bc1c34ee00b1e6c,NONE
Q6K00110,Q6K00110_N01,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0030,FMOD0030,AsNvOJaM,1.4.5+1.21.11,F6G000131,F6G000131_N0002,de/fuballer/mcendgame/main/component/custom_attribute/AttributeFormats.class,4d2569098f95a12f39b767915764b8a0e4e4a972f3ba73c6fb9a4506a7925b36,NONE
Q6K00110,Q6K00110_N02,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0056,FMOD0056,9YJCuU3X,2.2.0,F6G000268,,better_revive.mixins.json,437d219617ec45ac5801459f33babed5fcf1bb64dc5767a3cea77589efeeb48c,NONE
Q6K00110,Q6K00110_N03,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0056,FMOD0056,9YJCuU3X,2.2.0,F6G000268,F6G000268_N0003,de/mrstilu2k6/better_revive/api/client/GraveScreenExtension.class,bdda70ed40bb72be8c1a5f8b8bf4c69c2a80852ae4c059f35c0fb2fdf24d1fcf,NONE
Q6K00110,Q6K00110_N04,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0030,FMOD0030,AsNvOJaM,1.4.5+1.21.11,F6G000131,F6G000131_N0003,de/fuballer/mcendgame/main/component/custom_attribute/effects/burn_enemy_on_walk/BurnEnemyOnWalkSettings.class,7ab1d757f0162a4108cc91b33fb41523636e47519f2a26fbd7e49ff37d4d63d3,NONE
Q6K00110,Q6K00110_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0056,FMOD0056,9YJCuU3X,2.2.0,F6G000268,F6G000268_N0005,de/mrstilu2k6/better_revive/BetterRevive.class,e1e19a275df388760fec27213bfb94dfe69f39df1e28cd3a34318474568f56a7,NONE
Q6K00110,Q6K00110_N06,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0030,FMOD0030,AsNvOJaM,1.4.5+1.21.11,F6G000131,F6G000131_N0001,de/fuballer/mcendgame/main/component/custom_attribute/CustomAttributesExtensions.class,d1cb1f0ca774a64059723c4d623c712688e53619d610e57d50dd5d5eb3d8fb93,NONE
Q6K00110,Q6K00110_N07,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0030,FMOD0030,AsNvOJaM,1.4.5+1.21.11,F6G000131,,assets/mcendgame/textures/item/totem_of_renewal.png,d83ca937871d901b65bbce1b596ea2d6d265d5eb2ce4b10fdfba2f60e270051d,LOSSLESS_REENCODE_PNG_V1
Q6K00111,Q6K00111_N01,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0065,FMOD0065,bqQeamhf,2.1.6-mc26.1,F6G000326,F6G000326_N0004,net/lunade/copper/datagen/loot/SimpleCopperPipesBlockLootProvider.class,20efd17268e85c144600715379def132b4ede359b36b99a9ef8e521caa45b170,NONE
Q6K00111,Q6K00111_N02,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0065,FMOD0065,bqQeamhf,2.1.6-mc26.1,F6G000326,,assets/simple_copper_pipes/textures/block/oxidized_copper_pipe.png,6759774fc0af88b986ac7548d9a05d0942fadae540fa81a8237a1d348fb6a4bd,LOSSLESS_REENCODE_PNG_V1
Q6K00111,Q6K00111_N03,CALIBRATION,CAL_KNOWN_K2,2,STRUCTURED,FMOD0058,FMOD0058,iQzRWoPW,ColorLight-1.21.11-0.1.1,F6G000285,,fabric.mod.json,a8fe95a396e7a899a088a508dccc6bdd01d0559185700920718e9c54f9928bee,NONE
Q6K00111,Q6K00111_N04,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0058,FMOD0058,iQzRWoPW,ColorLight-1.21.11-0.1.1,F6G000285,F6G000285_N0002,me/mrhikmen/colorlight/core/light/ColorLightDaylightRefresher.class,587ab9785ca3c8253ae62e7d393abc4d9c1819534761b12f0257ebe42f31ba33,NONE
Q6K00111,Q6K00111_N05,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0065,FMOD0065,bqQeamhf,2.1.6-mc26.1,F6G000326,F6G000326_N0003,net/lunade/copper/SimpleCopperPipes.class,658d87819be71b089d4fa156a973b4f57b6aa78cbc75552bd6bf8db1d4664866,NONE
Q6K00111,Q6K00111_N06,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0058,FMOD0058,iQzRWoPW,ColorLight-1.21.11-0.1.1,F6G000285,F6G000285_N0004,me/mrhikmen/colorlight/ReloadListener.class,ebea5f8150a89056d591f5563756424d0ceda532bdb4fb6eb9d890119e725472,NONE
Q6K00111,Q6K00111_N07,CALIBRATION,CAL_KNOWN_K2,2,CODE_BINARY,FMOD0065,FMOD0065,bqQeamhf,2.1.6-mc26.1,F6G000326,F6G000326_N0001,net/lunade/copper/config/gui/SimpleCopperPipesConfigGui.class,c6150eba17028bab6be83eb3f841e9383d3221cfb9aff3d748df1084ea8df4fd,NONE
Q6K00112,Q6K00112_N01,CALIBRATION,CAL_KNOWN_K2,2,IMAGE,FMOD0045,FMOD0045,33WdtXc3,v1.0.0,F6G000209,,assets/respite/textures/item/totem_of_respite.png,8f86bedd35a35da1c1a6b4e0738bc856e67f3ae8ea6855f2a332113b83f1e0ab,LOSSLESS_REENCODE_PNG_V1
