query_id,stage,scenario,k_true,known_parent_count,unknown_parent_count,known_parent_ids,unknown_parent_ids,all_parent_ids,component_count,code_count,structured_count,image_count
Q6K00162,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0045"", ""FMOD0058"", ""FMOD0082""]",[],"[""FMOD0045"", ""FMOD0058"", ""FMOD0082""]",7,5,1,1
Q6K00163,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0030"", ""FMOD0034"", ""FMOD0052""]",[],"[""FMOD0030"", ""FMOD0034"", ""FMOD0052""]",7,5,1,1
Q6K00164,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0034"", ""FMOD0058""]",[],"[""FMOD0002"", ""FMOD0034"", ""FMOD0058""]",7,5,1,1
Q6K00165,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0034"", ""FMOD0052"", ""FMOD0081""]",[],"[""FMOD0034"", ""FMOD0052"", ""FMOD0081""]",7,5,1,1
Q6K00166,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0020"", ""FMOD0056"", ""FMOD0065""]",[],"[""FMOD0020"", ""FMOD0056"", ""FMOD0065""]",7,5,1,1
Q6K00167,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0034"", ""FMOD0045"", ""FMOD0081""]",[],"[""FMOD0034"", ""FMOD0045"", ""FMOD0081""]",7,5,1,1
Q6K00168,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0063"", ""FMOD0081""]",[],"[""FMOD0002"", ""FMOD0063"", ""FMOD0081""]",7,5,1,1
Q6K00169,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0065"", ""FMOD0072"", ""FMOD0097""]",[],"[""FMOD0065"", ""FMOD0072"", ""FMOD0097""]",7,5,1,1
Q6K00170,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0034"", ""FMOD0041"", ""FMOD0057""]",[],"[""FMOD0034"", ""FMOD0041"", ""FMOD0057""]",7,5,1,1
Q6K00171,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0030"", ""FMOD0056"", ""FMOD0059""]",[],"[""FMOD0030"", ""FMOD0056"", ""FMOD0059""]",7,5,1,1
Q6K00172,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0030"", ""FMOD0063"", ""FMOD0065""]",[],"[""FMOD0030"", ""FMOD0063"", ""FMOD0065""]",7,5,1,1
Q6K00173,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0034"", ""FMOD0041"", ""FMOD0059""]",[],"[""FMOD0034"", ""FMOD0041"", ""FMOD0059""]",7,5,1,1
Q6K00174,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0034"", ""FMOD0039"", ""FMOD0063""]",[],"[""FMOD0034"", ""FMOD0039"", ""FMOD0063""]",7,5,1,1
Q6K00175,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0056"", ""FMOD0058"", ""FMOD0072""]",[],"[""FMOD0056"", ""FMOD0058"", ""FMOD0072""]",7,5,1,1
Q6K00176,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0020"", ""FMOD0065"", ""FMOD0081""]",[],"[""FMOD0020"", ""FMOD0065"", ""FMOD0081""]",7,5,1,1
Q6K00177,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0057"", ""FMOD0082"", ""FMOD0097""]",[],"[""FMOD0057"", ""FMOD0082"", ""FMOD0097""]",7,5,1,1
Q6K00178,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0030"", ""FMOD0058"", ""FMOD0081""]",[],"[""FMOD0030"", ""FMOD0058"", ""FMOD0081""]",7,5,1,1
Q6K00179,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0034"", ""FMOD0057"", ""FMOD0081""]",[],"[""FMOD0034"", ""FMOD0057"", ""FMOD0081""]",7,5,1,1
Q6K00180,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0039"", ""FMOD0065"", ""FMOD0072""]",[],"[""FMOD0039"", ""FMOD0065"", ""FMOD0072""]",7,5,1,1
Q6K00181,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0077""]",[],"[""FMOD0077""]",7,5,1,1
Q6K00182,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0001""]",[],"[""FMOD0001""]",7,5,1,1
Q6K00183,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0023""]",[],"[""FMOD0023""]",7,5,1,1
Q6K00184,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0004""]",[],"[""FMOD0004""]",7,5,1,1
Q6K00185,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0096""]",[],"[""FMOD0096""]",7,5,1,1
Q6K00186,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0077""]",[],"[""FMOD0077""]",7,5,1,1
Q6K00187,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0086""]",[],"[""FMOD0086""]",7,5,1,1
Q6K00188,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0001""]",[],"[""FMOD0001""]",7,5,1,1
Q6K00189,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0087""]",[],"[""FMOD0087""]",7,5,1,1
Q6K00190,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0050""]",[],"[""FMOD0050""]",7,5,1,1
Q6K00191,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0086""]",[],"[""FMOD0086""]",7,5,1,1
Q6K00192,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0086""]",[],"[""FMOD0086""]",7,5,1,1
Q6K00193,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0025""]",[],"[""FMOD0025""]",7,5,1,1
Q6K00194,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0083""]",[],"[""FMOD0083""]",7,5,1,1
Q6K00195,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0061""]",[],"[""FMOD0061""]",7,5,1,1
Q6K00196,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0050""]",[],"[""FMOD0050""]",7,5,1,1
Q6K00197,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0069""]",[],"[""FMOD0069""]",7,5,1,1
Q6K00198,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0043""]",[],"[""FMOD0043""]",7,5,1,1
Q6K00199,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0067""]",[],"[""FMOD0067""]",7,5,1,1
Q6K00200,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0051""]",[],"[""FMOD0051""]",7,5,1,1
Q6K00201,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0066""]",[],"[""FMOD0066""]",7,5,1,1
Q6K00202,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0087""]",[],"[""FMOD0087""]",7,5,1,1
Q6K00203,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0079""]",[],"[""FMOD0079""]",7,5,1,1
Q6K00204,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0050""]",[],"[""FMOD0050""]",7,5,1,1
Q6K00205,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0051""]",[],"[""FMOD0051""]",7,5,1,1
Q6K00206,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0016""]",[],"[""FMOD0016""]",7,5,1,1
Q6K00207,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0023""]",[],"[""FMOD0023""]",7,5,1,1
Q6K00208,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0079""]",[],"[""FMOD0079""]",7,5,1,1
Q6K00209,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0089""]",[],"[""FMOD0089""]",7,5,1,1
Q6K00210,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0023""]",[],"[""FMOD0023""]",7,5,1,1
Q6K00211,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0053""]",[],"[""FMOD0053""]",7,5,1,1
Q6K00212,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0060""]",[],"[""FMOD0060""]",7,5,1,1
Q6K00213,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0087""]",[],"[""FMOD0087""]",7,5,1,1
Q6K00214,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0044""]",[],"[""FMOD0044""]",7,5,1,1
Q6K00215,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0025""]",[],"[""FMOD0025""]",7,5,1,1
Q6K00216,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0016""]",[],"[""FMOD0016""]",7,5,1,1
Q6K00217,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0016""]",[],"[""FMOD0016""]",7,5,1,1
Q6K00218,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0083""]",[],"[""FMOD0083""]",7,5,1,1
Q6K00219,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0060""]",[],"[""FMOD0060""]",7,5,1,1
Q6K00220,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0074""]",[],"[""FMOD0074""]",7,5,1,1
Q6K00221,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0023""]",[],"[""FMOD0023""]",7,5,1,1
Q6K00222,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0061""]",[],"[""FMOD0061""]",7,5,1,1
Q6K00223,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0003""]",[],"[""FMOD0003""]",7,5,1,1
Q6K00224,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0074""]",[],"[""FMOD0074""]",7,5,1,1
Q6K00225,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0074""]",[],"[""FMOD0074""]",7,5,1,1
Q6K00226,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0053""]",[],"[""FMOD0053""]",7,5,1,1
Q6K00227,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0096""]",[],"[""FMOD0096""]",7,5,1,1
Q6K00228,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0011""]",[],"[""FMOD0011""]",7,5,1,1
Q6K00229,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0086""]",[],"[""FMOD0086""]",7,5,1,1
Q6K00230,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0036""]",[],"[""FMOD0036""]",7,5,1,1
Q6K00231,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0079""]",[],"[""FMOD0079""]",7,5,1,1
Q6K00232,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0060""]",[],"[""FMOD0060""]",7,5,1,1
Q6K00233,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0055""]",[],"[""FMOD0055""]",7,5,1,1
Q6K00234,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0001""]",[],"[""FMOD0001""]",7,5,1,1
Q6K00235,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0096""]",[],"[""FMOD0096""]",7,5,1,1
Q6K00236,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0036""]",[],"[""FMOD0036""]",7,5,1,1
Q6K00237,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0067""]",[],"[""FMOD0067""]",7,5,1,1
Q6K00238,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0079""]",[],"[""FMOD0079""]",7,5,1,1
Q6K00239,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0055""]",[],"[""FMOD0055""]",7,5,1,1
Q6K00240,TEST,TEST_KNOWN_K1,1,1,0,"[""FMOD0069""]",[],"[""FMOD0069""]",7,5,1,1
Q6K00241,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0011"", ""FMOD0025""]",[],"[""FMOD0011"", ""FMOD0025""]",7,5,1,1
Q6K00242,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0025"", ""FMOD0089""]",[],"[""FMOD0025"", ""FMOD0089""]",7,5,1,1
Q6K00243,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0044"", ""FMOD0067""]",[],"[""FMOD0044"", ""FMOD0067""]",7,5,1,1
Q6K00244,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0023"", ""FMOD0089""]",[],"[""FMOD0023"", ""FMOD0089""]",7,5,1,1
Q6K00245,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0022"", ""FMOD0086""]",[],"[""FMOD0022"", ""FMOD0086""]",7,5,1,1
Q6K00246,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0005"", ""FMOD0053""]",[],"[""FMOD0005"", ""FMOD0053""]",7,5,1,1
Q6K00247,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0060"", ""FMOD0069""]",[],"[""FMOD0060"", ""FMOD0069""]",7,5,1,1
Q6K00248,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0035"", ""FMOD0040""]",[],"[""FMOD0035"", ""FMOD0040""]",7,5,1,1
Q6K00249,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0040"", ""FMOD0074""]",[],"[""FMOD0040"", ""FMOD0074""]",7,5,1,1
Q6K00250,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0096"", ""FMOD0099""]",[],"[""FMOD0096"", ""FMOD0099""]",7,5,1,1
Q6K00251,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0044"", ""FMOD0067""]",[],"[""FMOD0044"", ""FMOD0067""]",7,5,1,1
Q6K00252,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0043"", ""FMOD0086""]",[],"[""FMOD0043"", ""FMOD0086""]",7,5,1,1
Q6K00253,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0016"", ""FMOD0051""]",[],"[""FMOD0016"", ""FMOD0051""]",7,5,1,1
Q6K00254,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0040"", ""FMOD0083""]",[],"[""FMOD0040"", ""FMOD0083""]",7,5,1,1
Q6K00255,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0016"", ""FMOD0053""]",[],"[""FMOD0016"", ""FMOD0053""]",7,5,1,1
Q6K00256,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0083"", ""FMOD0087""]",[],"[""FMOD0083"", ""FMOD0087""]",7,5,1,1
Q6K00257,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0043"", ""FMOD0077""]",[],"[""FMOD0043"", ""FMOD0077""]",7,5,1,1
Q6K00258,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0001"", ""FMOD0096""]",[],"[""FMOD0001"", ""FMOD0096""]",7,5,1,1
Q6K00259,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0043"", ""FMOD0089""]",[],"[""FMOD0043"", ""FMOD0089""]",7,5,1,1
Q6K00260,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0001"", ""FMOD0099""]",[],"[""FMOD0001"", ""FMOD0099""]",7,5,1,1
Q6K00261,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0022"", ""FMOD0067""]",[],"[""FMOD0022"", ""FMOD0067""]",7,5,1,1
Q6K00262,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0060"", ""FMOD0069""]",[],"[""FMOD0060"", ""FMOD0069""]",7,5,1,1
Q6K00263,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0043"", ""FMOD0096""]",[],"[""FMOD0043"", ""FMOD0096""]",7,5,1,1
Q6K00264,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0043"", ""FMOD0066""]",[],"[""FMOD0043"", ""FMOD0066""]",7,5,1,1
Q6K00265,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0004"", ""FMOD0074""]",[],"[""FMOD0004"", ""FMOD0074""]",7,5,1,1
Q6K00266,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0005"", ""FMOD0061""]",[],"[""FMOD0005"", ""FMOD0061""]",7,5,1,1
Q6K00267,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0022"", ""FMOD0069""]",[],"[""FMOD0022"", ""FMOD0069""]",7,5,1,1
Q6K00268,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0050"", ""FMOD0077""]",[],"[""FMOD0050"", ""FMOD0077""]",7,5,1,1
Q6K00269,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0025"", ""FMOD0087""]",[],"[""FMOD0025"", ""FMOD0087""]",7,5,1,1
Q6K00270,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0043"", ""FMOD0079""]",[],"[""FMOD0043"", ""FMOD0079""]",7,5,1,1
Q6K00271,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0044"", ""FMOD0086""]",[],"[""FMOD0044"", ""FMOD0086""]",7,5,1,1
Q6K00272,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0025"", ""FMOD0087""]",[],"[""FMOD0025"", ""FMOD0087""]",7,5,1,1
Q6K00273,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0023"", ""FMOD0043""]",[],"[""FMOD0023"", ""FMOD0043""]",7,5,1,1
Q6K00274,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0004"", ""FMOD0044""]",[],"[""FMOD0004"", ""FMOD0044""]",7,5,1,1
Q6K00275,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0074"", ""FMOD0086""]",[],"[""FMOD0074"", ""FMOD0086""]",7,5,1,1
Q6K00276,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0035"", ""FMOD0087""]",[],"[""FMOD0035"", ""FMOD0087""]",7,5,1,1
Q6K00277,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0053"", ""FMOD0067""]",[],"[""FMOD0053"", ""FMOD0067""]",7,5,1,1
Q6K00278,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0014"", ""FMOD0089""]",[],"[""FMOD0014"", ""FMOD0089""]",7,5,1,1
Q6K00279,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0014"", ""FMOD0051""]",[],"[""FMOD0014"", ""FMOD0051""]",7,5,1,1
Q6K00280,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0043"", ""FMOD0051""]",[],"[""FMOD0043"", ""FMOD0051""]",7,5,1,1
Q6K00281,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0035"", ""FMOD0060""]",[],"[""FMOD0035"", ""FMOD0060""]",7,5,1,1
Q6K00282,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0001"", ""FMOD0077""]",[],"[""FMOD0001"", ""FMOD0077""]",7,5,1,1
Q6K00283,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0035"", ""FMOD0036""]",[],"[""FMOD0035"", ""FMOD0036""]",7,5,1,1
Q6K00284,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0016"", ""FMOD0083""]",[],"[""FMOD0016"", ""FMOD0083""]",7,5,1,1
Q6K00285,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0055"", ""FMOD0083""]",[],"[""FMOD0055"", ""FMOD0083""]",7,5,1,1
Q6K00286,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0051"", ""FMOD0077""]",[],"[""FMOD0051"", ""FMOD0077""]",7,5,1,1
Q6K00287,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0003"", ""FMOD0004""]",[],"[""FMOD0003"", ""FMOD0004""]",7,5,1,1
Q6K00288,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0067"", ""FMOD0074""]",[],"[""FMOD0067"", ""FMOD0074""]",7,5,1,1
Q6K00289,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0040"", ""FMOD0099""]",[],"[""FMOD0040"", ""FMOD0099""]",7,5,1,1
Q6K00290,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0069"", ""FMOD0089""]",[],"[""FMOD0069"", ""FMOD0089""]",7,5,1,1
Q6K00291,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0066"", ""FMOD0079""]",[],"[""FMOD0066"", ""FMOD0079""]",7,5,1,1
Q6K00292,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0074"", ""FMOD0089""]",[],"[""FMOD0074"", ""FMOD0089""]",7,5,1,1
Q6K00293,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0043"", ""FMOD0074""]",[],"[""FMOD0043"", ""FMOD0074""]",7,5,1,1
Q6K00294,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0036"", ""FMOD0079""]",[],"[""FMOD0036"", ""FMOD0079""]",7,5,1,1
Q6K00295,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0043"", ""FMOD0066""]",[],"[""FMOD0043"", ""FMOD0066""]",7,5,1,1
Q6K00296,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0060"", ""FMOD0066""]",[],"[""FMOD0060"", ""FMOD0066""]",7,5,1,1
Q6K00297,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0040"", ""FMOD0051""]",[],"[""FMOD0040"", ""FMOD0051""]",7,5,1,1
Q6K00298,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0036"", ""FMOD0074""]",[],"[""FMOD0036"", ""FMOD0074""]",7,5,1,1
Q6K00299,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0040"", ""FMOD0089""]",[],"[""FMOD0040"", ""FMOD0089""]",7,5,1,1
Q6K00300,TEST,TEST_KNOWN_K2,2,2,0,"[""FMOD0067"", ""FMOD0086""]",[],"[""FMOD0067"", ""FMOD0086""]",7,5,1,1
Q6K00301,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0044"", ""FMOD0053"", ""FMOD0060""]",[],"[""FMOD0044"", ""FMOD0053"", ""FMOD0060""]",7,5,1,1
Q6K00302,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0001"", ""FMOD0005"", ""FMOD0055""]",[],"[""FMOD0001"", ""FMOD0005"", ""FMOD0055""]",7,5,1,1
Q6K00303,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0016"", ""FMOD0053"", ""FMOD0087""]",[],"[""FMOD0016"", ""FMOD0053"", ""FMOD0087""]",7,5,1,1
Q6K00304,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0077"", ""FMOD0083"", ""FMOD0087""]",[],"[""FMOD0077"", ""FMOD0083"", ""FMOD0087""]",7,5,1,1
Q6K00305,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0005"", ""FMOD0066"", ""FMOD0069""]",[],"[""FMOD0005"", ""FMOD0066"", ""FMOD0069""]",7,5,1,1
Q6K00306,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0014"", ""FMOD0066"", ""FMOD0077""]",[],"[""FMOD0014"", ""FMOD0066"", ""FMOD0077""]",7,5,1,1
Q6K00307,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0036"", ""FMOD0079"", ""FMOD0083""]",[],"[""FMOD0036"", ""FMOD0079"", ""FMOD0083""]",7,5,1,1
Q6K00308,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0043"", ""FMOD0050"", ""FMOD0083""]",[],"[""FMOD0043"", ""FMOD0050"", ""FMOD0083""]",7,5,1,1
Q6K00309,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0035"", ""FMOD0050"", ""FMOD0083""]",[],"[""FMOD0035"", ""FMOD0050"", ""FMOD0083""]",7,5,1,1
Q6K00310,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0005"", ""FMOD0022"", ""FMOD0074""]",[],"[""FMOD0005"", ""FMOD0022"", ""FMOD0074""]",7,5,1,1
Q6K00311,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0051"", ""FMOD0067"", ""FMOD0086""]",[],"[""FMOD0051"", ""FMOD0067"", ""FMOD0086""]",7,5,1,1
Q6K00312,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0023"", ""FMOD0061"", ""FMOD0069""]",[],"[""FMOD0023"", ""FMOD0061"", ""FMOD0069""]",7,5,1,1
Q6K00313,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0061"", ""FMOD0066"", ""FMOD0069""]",[],"[""FMOD0061"", ""FMOD0066"", ""FMOD0069""]",7,5,1,1
Q6K00314,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0053"", ""FMOD0066"", ""FMOD0099""]",[],"[""FMOD0053"", ""FMOD0066"", ""FMOD0099""]",7,5,1,1
Q6K00315,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0003"", ""FMOD0040"", ""FMOD0060""]",[],"[""FMOD0003"", ""FMOD0040"", ""FMOD0060""]",7,5,1,1
Q6K00316,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0022"", ""FMOD0089"", ""FMOD0099""]",[],"[""FMOD0022"", ""FMOD0089"", ""FMOD0099""]",7,5,1,1
Q6K00317,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0061"", ""FMOD0089"", ""FMOD0096""]",[],"[""FMOD0061"", ""FMOD0089"", ""FMOD0096""]",7,5,1,1
Q6K00318,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0004"", ""FMOD0053"", ""FMOD0086""]",[],"[""FMOD0004"", ""FMOD0053"", ""FMOD0086""]",7,5,1,1
Q6K00319,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0003"", ""FMOD0011"", ""FMOD0060""]",[],"[""FMOD0003"", ""FMOD0011"", ""FMOD0060""]",7,5,1,1
Q6K00320,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0011"", ""FMOD0043"", ""FMOD0044""]",[],"[""FMOD0011"", ""FMOD0043"", ""FMOD0044""]",7,5,1,1
Q6K00321,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0003"", ""FMOD0040"", ""FMOD0066""]",[],"[""FMOD0003"", ""FMOD0040"", ""FMOD0066""]",7,5,1,1
Q6K00322,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0036"", ""FMOD0087"", ""FMOD0089""]",[],"[""FMOD0036"", ""FMOD0087"", ""FMOD0089""]",7,5,1,1
Q6K00323,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0003"", ""FMOD0036"", ""FMOD0077""]",[],"[""FMOD0003"", ""FMOD0036"", ""FMOD0077""]",7,5,1,1
Q6K00324,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0003"", ""FMOD0051"", ""FMOD0067""]",[],"[""FMOD0003"", ""FMOD0051"", ""FMOD0067""]",7,5,1,1
Q6K00325,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0023"", ""FMOD0044"", ""FMOD0086""]",[],"[""FMOD0023"", ""FMOD0044"", ""FMOD0086""]",7,5,1,1
Q6K00326,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0055"", ""FMOD0066"", ""FMOD0099""]",[],"[""FMOD0055"", ""FMOD0066"", ""FMOD0099""]",7,5,1,1
Q6K00327,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0016"", ""FMOD0051"", ""FMOD0055""]",[],"[""FMOD0016"", ""FMOD0051"", ""FMOD0055""]",7,5,1,1
Q6K00328,TEST,TEST_KNOWN_K3,3,3,0,"[""FMOD0025"", ""FMOD0040"", ""FMOD0087""]",[],"[""FMOD0025"", ""FMOD0040"", ""FMOD0087""]",7,5,1,1
