query_id,fresh_id,gallery_role,included,hidden_as_pseudo_unknown
Q6K00037,FMOD0019,KNOWN,True,False
Q6K00037,FMOD0020,KNOWN,True,False
Q6K00037,FMOD0021,KNOWN,True,False
Q6K00037,FMOD0030,KNOWN,True,False
Q6K00037,FMOD0034,KNOWN,True,False
Q6K00037,FMOD0039,KNOWN,True,False
Q6K00037,FMOD0041,KNOWN,True,False
Q6K00037,FMOD0045,KNOWN,True,False
Q6K00037,FMOD0052,KNOWN,True,False
Q6K00037,FMOD0056,KNOWN,True,False
Q6K00037,FMOD0057,KNOWN,True,False
Q6K00037,FMOD0058,KNOWN,True,False
Q6K00037,FMOD0059,KNOWN,True,False
Q6K00037,FMOD0063,KNOWN,True,False
Q6K00037,FMOD0064,KNOWN,True,False
Q6K00037,FMOD0065,KNOWN,True,False
Q6K00037,FMOD0071,KNOWN,True,False
Q6K00037,FMOD0072,KNOWN,True,False
Q6K00037,FMOD0078,KNOWN,True,False
Q6K00037,FMOD0081,KNOWN,True,False
Q6K00037,FMOD0082,KNOWN,True,False
Q6K00037,FMOD0097,KNOWN,True,False
Q6K00037,FMOD0101,KNOWN,False,True
Q6K00037,FMOD0010,BACKGROUND,True,False
Q6K00037,FMOD0018,BACKGROUND,True,False
Q6K00037,FMOD0026,BACKGROUND,True,False
Q6K00037,FMOD0029,BACKGROUND,True,False
Q6K00037,FMOD0037,BACKGROUND,True,False
Q6K00037,FMOD0042,BACKGROUND,True,False
Q6K00037,FMOD0098,BACKGROUND,True,False
Q6K00037,FMOD0103,BACKGROUND,True,False
Q6K00037,FMOD0107,BACKGROUND,True,False
Q6K00037,FMOD0108,BACKGROUND,True,False
Q6K00037,FMOD0111,BACKGROUND,True,False
Q6K00037,FMOD0112,BACKGROUND,True,False
Q6K00037,FMOD0114,BACKGROUND,True,False
Q6K00037,FMOD0117,BACKGROUND,True,False
Q6K00037,FMOD0118,BACKGROUND,True,False
Q6K00038,FMOD0002,KNOWN,True,False
Q6K00038,FMOD0012,KNOWN,True,False
Q6K00038,FMOD0019,KNOWN,True,False
Q6K00038,FMOD0020,KNOWN,True,False
Q6K00038,FMOD0021,KNOWN,True,False
Q6K00038,FMOD0030,KNOWN,True,False
Q6K00038,FMOD0034,KNOWN,True,False
Q6K00038,FMOD0039,KNOWN,True,False
Q6K00038,FMOD0041,KNOWN,True,False
Q6K00038,FMOD0045,KNOWN,True,False
Q6K00038,FMOD0052,KNOWN,True,False
Q6K00038,FMOD0056,KNOWN,True,False
Q6K00038,FMOD0057,KNOWN,True,False
Q6K00038,FMOD0058,KNOWN,True,False
Q6K00038,FMOD0059,KNOWN,False,True
Q6K00038,FMOD0063,KNOWN,True,False
Q6K00038,FMOD0064,KNOWN,True,False
Q6K00038,FMOD0065,KNOWN,True,False
Q6K00038,FMOD0071,KNOWN,True,False
Q6K00038,FMOD0072,KNOWN,True,False
Q6K00038,FMOD0078,KNOWN,True,False
Q6K00038,FMOD0081,KNOWN,True,False
Q6K00038,FMOD0082,KNOWN,True,False
Q6K00038,FMOD0097,KNOWN,True,False
Q6K00038,FMOD0101,KNOWN,True,False
Q6K00038,FMOD0010,BACKGROUND,True,False
Q6K00038,FMOD0018,BACKGROUND,True,False
Q6K00038,FMOD0026,BACKGROUND,True,False
Q6K00038,FMOD0029,BACKGROUND,True,False
Q6K00038,FMOD0037,BACKGROUND,True,False
Q6K00038,FMOD0042,BACKGROUND,True,False
Q6K00038,FMOD0098,BACKGROUND,True,False
Q6K00038,FMOD0103,BACKGROUND,True,False
Q6K00038,FMOD0107,BACKGROUND,True,False
Q6K00038,FMOD0108,BACKGROUND,True,False
Q6K00038,FMOD0111,BACKGROUND,True,False
Q6K00038,FMOD0112,BACKGROUND,True,False
Q6K00038,FMOD0114,BACKGROUND,True,False
Q6K00038,FMOD0117,BACKGROUND,True,False
Q6K00038,FMOD0118,BACKGROUND,True,False
Q6K00039,FMOD0002,KNOWN,True,False
Q6K00039,FMOD0012,KNOWN,True,False
Q6K00039,FMOD0019,KNOWN,True,False
Q6K00039,FMOD0020,KNOWN,True,False
Q6K00039,FMOD0021,KNOWN,True,False
Q6K00039,FMOD0030,KNOWN,True,False
Q6K00039,FMOD0034,KNOWN,True,False
Q6K00039,FMOD0039,KNOWN,True,False
Q6K00039,FMOD0041,KNOWN,True,False
Q6K00039,FMOD0045,KNOWN,True,False
Q6K00039,FMOD0052,KNOWN,True,False
Q6K00039,FMOD0056,KNOWN,True,False
Q6K00039,FMOD0057,KNOWN,True,False
Q6K00039,FMOD0058,KNOWN,True,False
Q6K00039,FMOD0059,KNOWN,True,False
Q6K00039,FMOD0063,KNOWN,True,False
Q6K00039,FMOD0064,KNOWN,True,False
Q6K00039,FMOD0065,KNOWN,False,True
Q6K00039,FMOD0071,KNOWN,True,False
Q6K00039,FMOD0072,KNOWN,True,False
Q6K00039,FMOD0078,KNOWN,True,False
Q6K00039,FMOD0081,KNOWN,True,False
Q6K00039,FMOD0082,KNOWN,True,False
Q6K00039,FMOD0097,KNOWN,True,False
Q6K00039,FMOD0101,KNOWN,True,False
Q6K00039,FMOD0010,BACKGROUND,True,False
Q6K00039,FMOD0018,BACKGROUND,True,False
Q6K00039,FMOD0026,BACKGROUND,True,False
Q6K00039,FMOD0029,BACKGROUND,True,False
Q6K00039,FMOD0037,BACKGROUND,True,False
Q6K00039,FMOD0042,BACKGROUND,True,False
Q6K00039,FMOD0098,BACKGROUND,True,False
Q6K00039,FMOD0103,BACKGROUND,True,False
Q6K00039,FMOD0107,BACKGROUND,True,False
Q6K00039,FMOD0108,BACKGROUND,True,False
Q6K00039,FMOD0111,BACKGROUND,True,False
Q6K00039,FMOD0112,BACKGROUND,True,False
Q6K00039,FMOD0114,BACKGROUND,True,False
Q6K00039,FMOD0117,BACKGROUND,True,False
Q6K00039,FMOD0118,BACKGROUND,True,False
Q6K00040,FMOD0002,KNOWN,True,False
Q6K00040,FMOD0012,KNOWN,True,False
Q6K00040,FMOD0019,KNOWN,True,False
Q6K00040,FMOD0020,KNOWN,True,False
Q6K00040,FMOD0021,KNOWN,True,False
Q6K00040,FMOD0030,KNOWN,True,False
Q6K00040,FMOD0034,KNOWN,True,False
Q6K00040,FMOD0039,KNOWN,True,False
Q6K00040,FMOD0041,KNOWN,True,False
Q6K00040,FMOD0045,KNOWN,True,False
Q6K00040,FMOD0052,KNOWN,True,False
Q6K00040,FMOD0056,KNOWN,True,False
Q6K00040,FMOD0057,KNOWN,True,False
Q6K00040,FMOD0058,KNOWN,True,False
Q6K00040,FMOD0059,KNOWN,True,False
Q6K00040,FMOD0063,KNOWN,True,False
Q6K00040,FMOD0064,KNOWN,True,False
Q6K00040,FMOD0065,KNOWN,False,True
Q6K00040,FMOD0071,KNOWN,True,False
Q6K00040,FMOD0072,KNOWN,True,False
Q6K00040,FMOD0078,KNOWN,True,False
Q6K00040,FMOD0081,KNOWN,True,False
Q6K00040,FMOD0082,KNOWN,True,False
Q6K00040,FMOD0097,KNOWN,True,False
Q6K00040,FMOD0101,KNOWN,True,False
Q6K00040,FMOD0010,BACKGROUND,True,False
Q6K00040,FMOD0018,BACKGROUND,True,False
Q6K00040,FMOD0026,BACKGROUND,True,False
Q6K00040,FMOD0029,BACKGROUND,True,False
Q6K00040,FMOD0037,BACKGROUND,True,False
Q6K00040,FMOD0042,BACKGROUND,True,False
Q6K00040,FMOD0098,BACKGROUND,True,False
Q6K00040,FMOD0103,BACKGROUND,True,False
Q6K00040,FMOD0107,BACKGROUND,True,False
Q6K00040,FMOD0108,BACKGROUND,True,False
Q6K00040,FMOD0111,BACKGROUND,True,False
Q6K00040,FMOD0112,BACKGROUND,True,False
Q6K00040,FMOD0114,BACKGROUND,True,False
Q6K00040,FMOD0117,BACKGROUND,True,False
Q6K00040,FMOD0118,BACKGROUND,True,False
Q6K00041,FMOD0002,KNOWN,True,False
Q6K00041,FMOD0012,KNOWN,True,False
Q6K00041,FMOD0019,KNOWN,True,False
Q6K00041,FMOD0020,KNOWN,True,False
Q6K00041,FMOD0021,KNOWN,True,False
Q6K00041,FMOD0030,KNOWN,False,True
Q6K00041,FMOD0034,KNOWN,True,False
Q6K00041,FMOD0039,KNOWN,True,False
Q6K00041,FMOD0041,KNOWN,True,False
Q6K00041,FMOD0045,KNOWN,True,False
Q6K00041,FMOD0052,KNOWN,True,False
Q6K00041,FMOD0056,KNOWN,True,False
Q6K00041,FMOD0057,KNOWN,True,False
Q6K00041,FMOD0058,KNOWN,True,False
Q6K00041,FMOD0059,KNOWN,True,False
Q6K00041,FMOD0063,KNOWN,True,False
Q6K00041,FMOD0064,KNOWN,True,False
Q6K00041,FMOD0065,KNOWN,True,False
Q6K00041,FMOD0071,KNOWN,True,False
Q6K00041,FMOD0072,KNOWN,True,False
Q6K00041,FMOD0078,KNOWN,True,False
Q6K00041,FMOD0081,KNOWN,True,False
Q6K00041,FMOD0082,KNOWN,True,False
Q6K00041,FMOD0097,KNOWN,True,False
Q6K00041,FMOD0101,KNOWN,True,False
Q6K00041,FMOD0010,BACKGROUND,True,False
Q6K00041,FMOD0018,BACKGROUND,True,False
Q6K00041,FMOD0026,BACKGROUND,True,False
Q6K00041,FMOD0029,BACKGROUND,True,False
Q6K00041,FMOD0037,BACKGROUND,True,False
Q6K00041,FMOD0042,BACKGROUND,True,False
Q6K00041,FMOD0098,BACKGROUND,True,False
Q6K00041,FMOD0103,BACKGROUND,True,False
Q6K00041,FMOD0107,BACKGROUND,True,False
Q6K00041,FMOD0108,BACKGROUND,True,False
Q6K00041,FMOD0111,BACKGROUND,True,False
Q6K00041,FMOD0112,BACKGROUND,True,False
Q6K00041,FMOD0114,BACKGROUND,True,False
Q6K00041,FMOD0117,BACKGROUND,True,False
Q6K00041,FMOD0118,BACKGROUND,True,False
Q6K00042,FMOD0002,KNOWN,True,False
Q6K00042,FMOD0012,KNOWN,True,False
Q6K00042,FMOD0019,KNOWN,True,False
Q6K00042,FMOD0020,KNOWN,True,False
Q6K00042,FMOD0021,KNOWN,True,False
Q6K00042,FMOD0030,KNOWN,True,False
Q6K00042,FMOD0034,KNOWN,True,False
Q6K00042,FMOD0039,KNOWN,True,False
Q6K00042,FMOD0041,KNOWN,True,False
Q6K00042,FMOD0045,KNOWN,False,True
Q6K00042,FMOD0052,KNOWN,True,False
Q6K00042,FMOD0056,KNOWN,True,False
Q6K00042,FMOD0057,KNOWN,True,False
Q6K00042,FMOD0058,KNOWN,True,False
Q6K00042,FMOD0059,KNOWN,True,False
Q6K00042,FMOD0063,KNOWN,True,False
Q6K00042,FMOD0064,KNOWN,True,False
Q6K00042,FMOD0065,KNOWN,True,False
Q6K00042,FMOD0071,KNOWN,True,False
Q6K00042,FMOD0072,KNOWN,True,False
Q6K00042,FMOD0078,KNOWN,True,False
Q6K00042,FMOD0081,KNOWN,True,False
Q6K00042,FMOD0082,KNOWN,True,False
Q6K00042,FMOD0097,KNOWN,True,False
Q6K00042,FMOD0101,KNOWN,True,False
Q6K00042,FMOD0010,BACKGROUND,True,False
Q6K00042,FMOD0018,BACKGROUND,True,False
Q6K00042,FMOD0026,BACKGROUND,True,False
Q6K00042,FMOD0029,BACKGROUND,True,False
Q6K00042,FMOD0037,BACKGROUND,True,False
Q6K00042,FMOD0042,BACKGROUND,True,False
Q6K00042,FMOD0098,BACKGROUND,True,False
Q6K00042,FMOD0103,BACKGROUND,True,False
Q6K00042,FMOD0107,BACKGROUND,True,False
Q6K00042,FMOD0108,BACKGROUND,True,False
Q6K00042,FMOD0111,BACKGROUND,True,False
Q6K00042,FMOD0112,BACKGROUND,True,False
Q6K00042,FMOD0114,BACKGROUND,True,False
Q6K00042,FMOD0117,BACKGROUND,True,False
Q6K00042,FMOD0118,BACKGROUND,True,False
Q6K00043,FMOD0002,KNOWN,True,False
Q6K00043,FMOD0012,KNOWN,True,False
Q6K00043,FMOD0019,KNOWN,True,False
Q6K00043,FMOD0020,KNOWN,True,False
Q6K00043,FMOD0021,KNOWN,True,False
Q6K00043,FMOD0030,KNOWN,True,False
Q6K00043,FMOD0034,KNOWN,True,False
Q6K00043,FMOD0039,KNOWN,True,False
Q6K00043,FMOD0041,KNOWN,True,False
Q6K00043,FMOD0045,KNOWN,True,False
Q6K00043,FMOD0052,KNOWN,True,False
Q6K00043,FMOD0056,KNOWN,True,False
Q6K00043,FMOD0057,KNOWN,True,False
Q6K00043,FMOD0058,KNOWN,True,False
Q6K00043,FMOD0059,KNOWN,True,False
Q6K00043,FMOD0063,KNOWN,True,False
Q6K00043,FMOD0064,KNOWN,True,False
Q6K00043,FMOD0065,KNOWN,False,True
Q6K00043,FMOD0071,KNOWN,True,False
Q6K00043,FMOD0072,KNOWN,True,False
Q6K00043,FMOD0078,KNOWN,True,False
Q6K00043,FMOD0081,KNOWN,True,False
Q6K00043,FMOD0082,KNOWN,True,False
Q6K00043,FMOD0097,KNOWN,True,False
Q6K00043,FMOD0101,KNOWN,True,False
Q6K00043,FMOD0010,BACKGROUND,True,False
Q6K00043,FMOD0018,BACKGROUND,True,False
Q6K00043,FMOD0026,BACKGROUND,True,False
Q6K00043,FMOD0029,BACKGROUND,True,False
Q6K00043,FMOD0037,BACKGROUND,True,False
Q6K00043,FMOD0042,BACKGROUND,True,False
Q6K00043,FMOD0098,BACKGROUND,True,False
Q6K00043,FMOD0103,BACKGROUND,True,False
Q6K00043,FMOD0107,BACKGROUND,True,False
Q6K00043,FMOD0108,BACKGROUND,True,False
Q6K00043,FMOD0111,BACKGROUND,True,False
Q6K00043,FMOD0112,BACKGROUND,True,False
Q6K00043,FMOD0114,BACKGROUND,True,False
Q6K00043,FMOD0117,BACKGROUND,True,False
Q6K00043,FMOD0118,BACKGROUND,True,False
Q6K00044,FMOD0002,KNOWN,True,False
Q6K00044,FMOD0012,KNOWN,True,False
Q6K00044,FMOD0019,KNOWN,True,False
Q6K00044,FMOD0020,KNOWN,True,False
Q6K00044,FMOD0021,KNOWN,True,False
Q6K00044,FMOD0030,KNOWN,True,False
Q6K00044,FMOD0034,KNOWN,True,False
Q6K00044,FMOD0039,KNOWN,True,False
Q6K00044,FMOD0041,KNOWN,True,False
Q6K00044,FMOD0045,KNOWN,False,True
Q6K00044,FMOD0052,KNOWN,True,False
Q6K00044,FMOD0056,KNOWN,True,False
Q6K00044,FMOD0057,KNOWN,True,False
Q6K00044,FMOD0058,KNOWN,True,False
Q6K00044,FMOD0059,KNOWN,True,False
Q6K00044,FMOD0063,KNOWN,True,False
Q6K00044,FMOD0064,KNOWN,True,False
Q6K00044,FMOD0065,KNOWN,True,False
Q6K00044,FMOD0071,KNOWN,True,False
Q6K00044,FMOD0072,KNOWN,True,False
Q6K00044,FMOD0078,KNOWN,True,False
Q6K00044,FMOD0081,KNOWN,True,False
Q6K00044,FMOD0082,KNOWN,True,False
Q6K00044,FMOD0097,KNOWN,True,False
Q6K00044,FMOD0101,KNOWN,True,False
Q6K00044,FMOD0010,BACKGROUND,True,False
Q6K00044,FMOD0018,BACKGROUND,True,False
Q6K00044,FMOD0026,BACKGROUND,True,False
Q6K00044,FMOD0029,BACKGROUND,True,False
Q6K00044,FMOD0037,BACKGROUND,True,False
Q6K00044,FMOD0042,BACKGROUND,True,False
Q6K00044,FMOD0098,BACKGROUND,True,False
Q6K00044,FMOD0103,BACKGROUND,True,False
Q6K00044,FMOD0107,BACKGROUND,True,False
Q6K00044,FMOD0108,BACKGROUND,True,False
Q6K00044,FMOD0111,BACKGROUND,True,False
Q6K00044,FMOD0112,BACKGROUND,True,False
Q6K00044,FMOD0114,BACKGROUND,True,False
Q6K00044,FMOD0117,BACKGROUND,True,False
Q6K00044,FMOD0118,BACKGROUND,True,False
Q6K00045,FMOD0002,KNOWN,True,False
Q6K00045,FMOD0012,KNOWN,True,False
Q6K00045,FMOD0019,KNOWN,True,False
Q6K00045,FMOD0020,KNOWN,True,False
Q6K00045,FMOD0021,KNOWN,True,False
Q6K00045,FMOD0030,KNOWN,True,False
Q6K00045,FMOD0034,KNOWN,True,False
Q6K00045,FMOD0039,KNOWN,False,True
Q6K00045,FMOD0041,KNOWN,True,False
Q6K00045,FMOD0045,KNOWN,True,False
Q6K00045,FMOD0052,KNOWN,True,False
Q6K00045,FMOD0056,KNOWN,True,False
Q6K00045,FMOD0057,KNOWN,True,False
Q6K00045,FMOD0058,KNOWN,True,False
Q6K00045,FMOD0059,KNOWN,True,False
Q6K00045,FMOD0063,KNOWN,True,False
Q6K00045,FMOD0064,KNOWN,True,False
Q6K00045,FMOD0065,KNOWN,True,False
Q6K00045,FMOD0071,KNOWN,True,False
Q6K00045,FMOD0072,KNOWN,True,False
Q6K00045,FMOD0078,KNOWN,True,False
Q6K00045,FMOD0081,KNOWN,True,False
Q6K00045,FMOD0082,KNOWN,True,False
Q6K00045,FMOD0097,KNOWN,True,False
Q6K00045,FMOD0101,KNOWN,True,False
Q6K00045,FMOD0010,BACKGROUND,True,False
Q6K00045,FMOD0018,BACKGROUND,True,False
Q6K00045,FMOD0026,BACKGROUND,True,False
Q6K00045,FMOD0029,BACKGROUND,True,False
Q6K00045,FMOD0037,BACKGROUND,True,False
Q6K00045,FMOD0042,BACKGROUND,True,False
Q6K00045,FMOD0098,BACKGROUND,True,False
Q6K00045,FMOD0103,BACKGROUND,True,False
Q6K00045,FMOD0107,BACKGROUND,True,False
Q6K00045,FMOD0108,BACKGROUND,True,False
Q6K00045,FMOD0111,BACKGROUND,True,False
Q6K00045,FMOD0112,BACKGROUND,True,False
Q6K00045,FMOD0114,BACKGROUND,True,False
Q6K00045,FMOD0117,BACKGROUND,True,False
Q6K00045,FMOD0118,BACKGROUND,True,False
Q6K00046,FMOD0002,KNOWN,True,False
Q6K00046,FMOD0012,KNOWN,True,False
Q6K00046,FMOD0019,KNOWN,True,False
Q6K00046,FMOD0020,KNOWN,True,False
Q6K00046,FMOD0021,KNOWN,True,False
Q6K00046,FMOD0030,KNOWN,True,False
Q6K00046,FMOD0034,KNOWN,True,False
Q6K00046,FMOD0039,KNOWN,True,False
Q6K00046,FMOD0041,KNOWN,True,False
Q6K00046,FMOD0045,KNOWN,False,True
Q6K00046,FMOD0052,KNOWN,True,False
Q6K00046,FMOD0056,KNOWN,True,False
Q6K00046,FMOD0057,KNOWN,True,False
Q6K00046,FMOD0058,KNOWN,True,False
Q6K00046,FMOD0059,KNOWN,True,False
Q6K00046,FMOD0063,KNOWN,True,False
Q6K00046,FMOD0064,KNOWN,True,False
Q6K00046,FMOD0065,KNOWN,True,False
Q6K00046,FMOD0071,KNOWN,True,False
Q6K00046,FMOD0072,KNOWN,True,False
Q6K00046,FMOD0078,KNOWN,True,False
Q6K00046,FMOD0081,KNOWN,True,False
Q6K00046,FMOD0082,KNOWN,True,False
Q6K00046,FMOD0097,KNOWN,True,False
Q6K00046,FMOD0101,KNOWN,True,False
Q6K00046,FMOD0010,BACKGROUND,True,False
Q6K00046,FMOD0018,BACKGROUND,True,False
Q6K00046,FMOD0026,BACKGROUND,True,False
Q6K00046,FMOD0029,BACKGROUND,True,False
Q6K00046,FMOD0037,BACKGROUND,True,False
Q6K00046,FMOD0042,BACKGROUND,True,False
Q6K00046,FMOD0098,BACKGROUND,True,False
Q6K00046,FMOD0103,BACKGROUND,True,False
Q6K00046,FMOD0107,BACKGROUND,True,False
Q6K00046,FMOD0108,BACKGROUND,True,False
Q6K00046,FMOD0111,BACKGROUND,True,False
Q6K00046,FMOD0112,BACKGROUND,True,False
Q6K00046,FMOD0114,BACKGROUND,True,False
Q6K00046,FMOD0117,BACKGROUND,True,False
Q6K00046,FMOD0118,BACKGROUND,True,False
Q6K00047,FMOD0002,KNOWN,True,False
Q6K00047,FMOD0012,KNOWN,True,False
Q6K00047,FMOD0019,KNOWN,True,False
Q6K00047,FMOD0020,KNOWN,False,True
Q6K00047,FMOD0021,KNOWN,True,False
Q6K00047,FMOD0030,KNOWN,True,False
Q6K00047,FMOD0034,KNOWN,True,False
Q6K00047,FMOD0039,KNOWN,True,False
Q6K00047,FMOD0041,KNOWN,True,False
Q6K00047,FMOD0045,KNOWN,True,False
Q6K00047,FMOD0052,KNOWN,True,False
Q6K00047,FMOD0056,KNOWN,True,False
Q6K00047,FMOD0057,KNOWN,True,False
Q6K00047,FMOD0058,KNOWN,True,False
Q6K00047,FMOD0059,KNOWN,True,False
Q6K00047,FMOD0063,KNOWN,True,False
Q6K00047,FMOD0064,KNOWN,True,False
Q6K00047,FMOD0065,KNOWN,True,False
Q6K00047,FMOD0071,KNOWN,True,False
Q6K00047,FMOD0072,KNOWN,True,False
Q6K00047,FMOD0078,KNOWN,True,False
Q6K00047,FMOD0081,KNOWN,True,False
Q6K00047,FMOD0082,KNOWN,True,False
Q6K00047,FMOD0097,KNOWN,True,False
Q6K00047,FMOD0101,KNOWN,True,False
Q6K00047,FMOD0010,BACKGROUND,True,False
Q6K00047,FMOD0018,BACKGROUND,True,False
Q6K00047,FMOD0026,BACKGROUND,True,False
Q6K00047,FMOD0029,BACKGROUND,True,False
Q6K00047,FMOD0037,BACKGROUND,True,False
Q6K00047,FMOD0042,BACKGROUND,True,False
Q6K00047,FMOD0098,BACKGROUND,True,False
Q6K00047,FMOD0103,BACKGROUND,True,False
Q6K00047,FMOD0107,BACKGROUND,True,False
Q6K00047,FMOD0108,BACKGROUND,True,False
Q6K00047,FMOD0111,BACKGROUND,True,False
Q6K00047,FMOD0112,BACKGROUND,True,False
Q6K00047,FMOD0114,BACKGROUND,True,False
Q6K00047,FMOD0117,BACKGROUND,True,False
Q6K00047,FMOD0118,BACKGROUND,True,False
Q6K00048,FMOD0002,KNOWN,True,False
Q6K00048,FMOD0012,KNOWN,True,False
Q6K00048,FMOD0019,KNOWN,True,False
Q6K00048,FMOD0020,KNOWN,True,False
Q6K00048,FMOD0021,KNOWN,True,False
Q6K00048,FMOD0030,KNOWN,True,False
Q6K00048,FMOD0034,KNOWN,True,False
Q6K00048,FMOD0039,KNOWN,True,False
Q6K00048,FMOD0041,KNOWN,True,False
Q6K00048,FMOD0045,KNOWN,True,False
Q6K00048,FMOD0052,KNOWN,True,False
Q6K00048,FMOD0056,KNOWN,True,False
Q6K00048,FMOD0057,KNOWN,False,True
Q6K00048,FMOD0058,KNOWN,True,False
Q6K00048,FMOD0059,KNOWN,True,False
Q6K00048,FMOD0063,KNOWN,True,False
Q6K00048,FMOD0064,KNOWN,True,False
Q6K00048,FMOD0065,KNOWN,True,False
Q6K00048,FMOD0071,KNOWN,True,False
Q6K00048,FMOD0072,KNOWN,True,False
Q6K00048,FMOD0078,KNOWN,True,False
Q6K00048,FMOD0081,KNOWN,True,False
Q6K00048,FMOD0082,KNOWN,True,False
Q6K00048,FMOD0097,KNOWN,True,False
Q6K00048,FMOD0101,KNOWN,True,False
Q6K00048,FMOD0010,BACKGROUND,True,False
Q6K00048,FMOD0018,BACKGROUND,True,False
Q6K00048,FMOD0026,BACKGROUND,True,False
Q6K00048,FMOD0029,BACKGROUND,True,False
Q6K00048,FMOD0037,BACKGROUND,True,False
Q6K00048,FMOD0042,BACKGROUND,True,False
Q6K00048,FMOD0098,BACKGROUND,True,False
Q6K00048,FMOD0103,BACKGROUND,True,False
Q6K00048,FMOD0107,BACKGROUND,True,False
Q6K00048,FMOD0108,BACKGROUND,True,False
Q6K00048,FMOD0111,BACKGROUND,True,False
Q6K00048,FMOD0112,BACKGROUND,True,False
Q6K00048,FMOD0114,BACKGROUND,True,False
Q6K00048,FMOD0117,BACKGROUND,True,False
Q6K00048,FMOD0118,BACKGROUND,True,False
Q6K00049,FMOD0002,KNOWN,False,True
Q6K00049,FMOD0012,KNOWN,True,False
Q6K00049,FMOD0019,KNOWN,True,False
Q6K00049,FMOD0020,KNOWN,True,False
Q6K00049,FMOD0021,KNOWN,True,False
Q6K00049,FMOD0030,KNOWN,True,False
Q6K00049,FMOD0034,KNOWN,True,False
Q6K00049,FMOD0039,KNOWN,True,False
Q6K00049,FMOD0041,KNOWN,True,False
Q6K00049,FMOD0045,KNOWN,True,False
Q6K00049,FMOD0052,KNOWN,True,False
Q6K00049,FMOD0056,KNOWN,True,False
Q6K00049,FMOD0057,KNOWN,True,False
Q6K00049,FMOD0058,KNOWN,True,False
Q6K00049,FMOD0059,KNOWN,True,False
Q6K00049,FMOD0063,KNOWN,True,False
Q6K00049,FMOD0064,KNOWN,True,False
Q6K00049,FMOD0065,KNOWN,True,False
Q6K00049,FMOD0071,KNOWN,True,False
Q6K00049,FMOD0072,KNOWN,True,False
Q6K00049,FMOD0078,KNOWN,True,False
Q6K00049,FMOD0081,KNOWN,True,False
Q6K00049,FMOD0082,KNOWN,True,False
Q6K00049,FMOD0097,KNOWN,True,False
Q6K00049,FMOD0101,KNOWN,True,False
Q6K00049,FMOD0010,BACKGROUND,True,False
Q6K00049,FMOD0018,BACKGROUND,True,False
Q6K00049,FMOD0026,BACKGROUND,True,False
Q6K00049,FMOD0029,BACKGROUND,True,False
Q6K00049,FMOD0037,BACKGROUND,True,False
Q6K00049,FMOD0042,BACKGROUND,True,False
Q6K00049,FMOD0098,BACKGROUND,True,False
Q6K00049,FMOD0103,BACKGROUND,True,False
Q6K00049,FMOD0107,BACKGROUND,True,False
Q6K00049,FMOD0108,BACKGROUND,True,False
Q6K00049,FMOD0111,BACKGROUND,True,False
Q6K00049,FMOD0112,BACKGROUND,True,False
Q6K00049,FMOD0114,BACKGROUND,True,False
Q6K00049,FMOD0117,BACKGROUND,True,False
Q6K00049,FMOD0118,BACKGROUND,True,False
Q6K00050,FMOD0002,KNOWN,True,False
Q6K00050,FMOD0012,KNOWN,True,False
Q6K00050,FMOD0019,KNOWN,True,False
Q6K00050,FMOD0020,KNOWN,True,False
Q6K00050,FMOD0021,KNOWN,True,False
Q6K00050,FMOD0030,KNOWN,True,False
Q6K00050,FMOD0034,KNOWN,True,False
Q6K00050,FMOD0039,KNOWN,True,False
Q6K00050,FMOD0041,KNOWN,True,False
Q6K00050,FMOD0045,KNOWN,True,False
Q6K00050,FMOD0052,KNOWN,True,False
Q6K00050,FMOD0056,KNOWN,True,False
Q6K00050,FMOD0057,KNOWN,True,False
Q6K00050,FMOD0058,KNOWN,True,False
Q6K00050,FMOD0059,KNOWN,True,False
Q6K00050,FMOD0063,KNOWN,True,False
Q6K00050,FMOD0064,KNOWN,True,False
Q6K00050,FMOD0065,KNOWN,True,False
Q6K00050,FMOD0071,KNOWN,True,False
Q6K00050,FMOD0072,KNOWN,True,False
Q6K00050,FMOD0078,KNOWN,True,False
Q6K00050,FMOD0081,KNOWN,False,True
Q6K00050,FMOD0082,KNOWN,True,False
Q6K00050,FMOD0097,KNOWN,True,False
Q6K00050,FMOD0101,KNOWN,True,False
Q6K00050,FMOD0010,BACKGROUND,True,False
Q6K00050,FMOD0018,BACKGROUND,True,False
Q6K00050,FMOD0026,BACKGROUND,True,False
Q6K00050,FMOD0029,BACKGROUND,True,False
Q6K00050,FMOD0037,BACKGROUND,True,False
Q6K00050,FMOD0042,BACKGROUND,True,False
Q6K00050,FMOD0098,BACKGROUND,True,False
Q6K00050,FMOD0103,BACKGROUND,True,False
Q6K00050,FMOD0107,BACKGROUND,True,False
Q6K00050,FMOD0108,BACKGROUND,True,False
Q6K00050,FMOD0111,BACKGROUND,True,False
Q6K00050,FMOD0112,BACKGROUND,True,False
Q6K00050,FMOD0114,BACKGROUND,True,False
Q6K00050,FMOD0117,BACKGROUND,True,False
Q6K00050,FMOD0118,BACKGROUND,True,False
Q6K00051,FMOD0002,KNOWN,True,False
Q6K00051,FMOD0012,KNOWN,True,False
Q6K00051,FMOD0019,KNOWN,True,False
Q6K00051,FMOD0020,KNOWN,True,False
Q6K00051,FMOD0021,KNOWN,True,False
Q6K00051,FMOD0030,KNOWN,True,False
