concurrency,request_index,query_id,success,status_code,client_latency_ms,server_internal_total_ms,predicted_k,error
4,213,Q6K00328,True,200,55.9443,0.9946,3,
4,215,Q6K00414,True,200,42.7704,0.8588,2,
4,216,Q6K00533,True,200,43.3447,0.7832,1,
4,218,Q6K00206,True,200,43.1301,0.9435,2,
4,217,Q6K00537,True,200,43.4666,0.8925,2,
4,219,Q6K00261,True,200,44.7426,1.0321,2,
4,220,Q6K00471,True,200,44.2141,0.8447,3,
4,222,Q6K00325,True,200,44.3799,0.9429,4,
4,221,Q6K00246,True,200,44.7276,0.9034,3,
4,223,Q6K00384,True,200,43.3153,0.8536,2,
4,224,Q6K00281,True,200,43.7683,0.9181,3,
4,225,Q6K00459,True,200,43.7786,0.9988,3,
4,226,Q6K00476,True,200,43.842,0.9218,2,
4,227,Q6K00503,True,200,58.4974,0.9369,2,
4,228,Q6K00364,True,200,58.0685,0.8516,2,
4,229,Q6K00492,True,200,59.4529,0.8731,2,
4,230,Q6K00261,True,200,59.4324,0.9964,2,
4,232,Q6K00379,True,200,44.7025,0.8861,3,
4,231,Q6K00309,True,200,45.4528,1.0014,3,
4,234,Q6K00205,True,200,43.3196,0.9433,2,
4,233,Q6K00334,True,200,43.7539,0.9519,3,
4,235,Q6K00265,True,200,43.695,1.0006,2,
4,236,Q6K00248,True,200,43.332,0.8904,3,
4,237,Q6K00239,True,200,43.2721,0.9246,2,
4,238,Q6K00484,True,200,43.8996,1.078,1,
4,240,Q6K00480,True,200,56.378,0.9032,3,
4,239,Q6K00382,True,200,56.7532,0.9076,2,
4,241,Q6K00469,True,200,35.49,0.8247,2,
4,242,Q6K00370,True,200,47.2632,0.904,2,
4,246,Q6K00352,True,200,13.6088,0.9704,4,
4,245,Q6K00232,True,200,61.1702,0.9797,2,
4,244,Q6K00385,True,200,61.894,0.9004,2,
4,243,Q6K00288,True,200,68.3541,1.0966,2,
4,247,Q6K00445,True,200,48.3589,0.9528,2,
4,250,Q6K00517,True,200,54.2905,1.0723,1,
4,249,Q6K00201,True,200,60.8538,1.0157,2,
4,248,Q6K00267,True,200,64.7479,1.1403,2,
4,251,Q6K00337,True,200,51.3352,1.0402,3,
4,252,Q6K00346,True,200,50.8368,0.9406,4,
4,253,Q6K00274,True,200,51.1069,1.0326,3,
4,255,Q6K00537,True,200,47.3649,0.9417,2,
4,254,Q6K00478,True,200,48.1902,0.868,3,
4,258,Q6K00526,True,200,45.7077,0.8319,1,
4,257,Q6K00336,True,200,45.9947,1.0345,3,
4,256,Q6K00355,True,200,46.4763,1.0741,4,
4,259,Q6K00509,True,200,45.4837,0.8354,1,
4,260,Q6K00196,True,200,35.9687,1.1389,1,
4,261,Q6K00301,True,200,36.0812,1.0592,2,
4,263,Q6K00205,True,200,36.1531,0.9166,2,
4,262,Q6K00283,True,200,50.2076,1.0035,3,
4,265,Q6K00273,True,200,50.9602,1.3317,3,
4,264,Q6K00530,True,200,52.0443,0.9403,2,
4,266,Q6K00329,True,200,51.7986,1.131,3,
4,267,Q6K00265,True,200,50.7694,1.0388,2,
4,268,Q6K00212,True,200,49.2852,0.9427,2,
4,269,Q6K00202,True,200,48.6026,0.9446,2,
4,270,Q6K00334,True,200,48.4091,1.0183,3,
4,271,Q6K00436,True,200,47.4453,1.2602,2,
4,274,Q6K00455,True,200,35.8739,0.9561,3,
4,272,Q6K00482,True,200,36.4057,0.8193,1,
4,273,Q6K00272,True,200,59.6282,1.0184,2,
4,275,Q6K00398,True,200,47.6622,1.1552,2,
4,276,Q6K00380,True,200,47.2241,1.225,2,
4,277,Q6K00325,True,200,47.6499,0.9581,4,
4,279,Q6K00418,True,200,47.0901,0.9469,2,
4,278,Q6K00487,True,200,62.9807,0.9095,2,
4,280,Q6K00353,True,200,48.2593,0.9491,3,
4,281,Q6K00231,True,200,47.8285,1.0089,3,
4,282,Q6K00326,True,200,50.0509,0.9625,4,
4,283,Q6K00298,True,200,34.5842,0.9693,3,
4,285,Q6K00436,True,200,50.8926,0.8515,2,
4,284,Q6K00284,True,200,51.2371,0.9483,3,
4,286,Q6K00508,True,200,50.2004,0.9382,1,
4,287,Q6K00234,True,200,50.2103,0.9743,2,
4,288,Q6K00275,True,200,49.0349,0.9531,3,
4,289,Q6K00379,True,200,49.1075,1.1096,3,
4,291,Q6K00200,True,200,48.2944,0.8979,2,
4,290,Q6K00270,True,200,48.6499,1.0726,3,
4,292,Q6K00414,True,200,49.3414,0.8709,2,
4,293,Q6K00413,True,200,49.3163,0.9573,2,
4,294,Q6K00237,True,200,48.9932,1.0154,2,
4,295,Q6K00504,True,200,49.5916,0.8324,1,
4,296,Q6K00519,True,200,53.103,1.0479,2,
4,297,Q6K00464,True,200,58.9639,1.0411,3,
4,298,Q6K00524,True,200,36.0475,0.9023,2,
4,299,Q6K00317,True,200,47.2166,0.9016,4,
4,301,Q6K00190,True,200,42.1281,1.7273,2,
4,302,Q6K00455,True,200,54.6113,0.9189,3,
4,300,Q6K00332,True,200,73.4738,0.886,3,
4,303,Q6K00302,True,200,55.1289,0.9887,4,
4,304,Q6K00404,True,200,63.5942,0.8293,2,
4,305,Q6K00490,True,200,51.3591,0.88,1,
4,306,Q6K00417,True,200,61.8371,1.0394,2,
4,307,Q6K00486,True,200,67.2948,0.8897,2,
4,308,Q6K00213,True,200,44.8861,0.9843,2,
4,309,Q6K00467,True,200,44.5683,0.9167,3,
4,312,Q6K00450,True,200,42.9099,0.9296,3,
4,311,Q6K00527,True,200,59.8897,1.0543,2,
4,313,Q6K00360,True,200,43.7186,0.9506,4,
4,310,Q6K00382,True,200,65.8499,0.9024,2,
4,314,Q6K00319,True,200,13.548,0.9487,4,
4,315,Q6K00475,True,200,49.0933,1.1112,4,
4,317,Q6K00260,True,200,54.8303,0.8637,3,
4,318,Q6K00425,True,200,43.0265,0.847,3,
4,316,Q6K00313,True,200,55.6127,0.9978,4,
4,320,Q6K00296,True,200,27.9241,0.8705,3,
4,321,Q6K00424,True,200,44.6728,0.9194,2,
4,319,Q6K00351,True,200,52.1582,0.9072,4,
4,322,Q6K00418,True,200,46.1907,0.9164,2,
4,325,Q6K00316,True,200,34.1459,0.9281,4,
4,323,Q6K00204,True,200,52.5704,0.9593,2,
4,326,Q6K00261,True,200,42.815,1.0171,2,
4,324,Q6K00529,True,200,46.693,0.8233,1,
4,327,Q6K00235,True,200,53.9514,0.8662,2,
4,328,Q6K00433,True,200,54.942,0.9442,3,
4,330,Q6K00417,True,200,43.7636,0.9214,2,
4,329,Q6K00513,True,200,46.112,0.887,3,
4,331,Q6K00287,True,200,38.5752,0.9996,3,
4,332,Q6K00509,True,200,45.0514,1.315,1,
4,334,Q6K00403,True,200,45.0519,0.9362,2,
4,333,Q6K00478,True,200,45.3108,0.8434,3,
4,337,Q6K00356,True,200,33.8012,0.9267,4,
4,336,Q6K00228,True,200,34.3996,1.0385,2,
4,335,Q6K00370,True,200,48.7563,0.8883,2,
4,338,Q6K00274,True,200,47.8505,0.943,3,
4,340,Q6K00397,True,200,63.141,0.8895,2,
4,339,Q6K00242,True,200,66.5521,2.5789,2,
4,341,Q6K00529,True,200,69.7841,0.9789,1,
4,342,Q6K00449,True,200,75.0665,2.1552,4,
4,345,Q6K00208,True,200,50.3664,0.9587,3,
4,343,Q6K00229,True,200,64.3149,0.9341,1,
4,344,Q6K00202,True,200,73.0816,0.962,2,
4,346,Q6K00435,True,200,51.2124,0.9229,3,
4,350,Q6K00215,True,200,31.8771,0.9719,1,
4,348,Q6K00235,True,200,54.6947,0.868,2,
4,349,Q6K00309,True,200,43.6651,1.0189,3,
4,347,Q6K00498,True,200,55.8854,0.8497,2,
4,351,Q6K00332,True,200,32.2251,0.8884,3,
4,352,Q6K00499,True,200,27.8176,0.9509,2,
4,353,Q6K00218,True,200,43.1667,0.873,2,
4,354,Q6K00436,True,200,43.713,0.8617,2,
4,355,Q6K00378,True,200,43.4667,0.9939,3,
4,356,Q6K00220,True,200,38.2692,0.8943,1,
4,357,Q6K00348,True,200,43.9194,1.0258,3,
4,358,Q6K00194,True,200,43.4958,0.9666,1,
4,359,Q6K00245,True,200,42.9895,0.8745,2,
4,360,Q6K00248,True,200,43.3106,0.865,3,
4,362,Q6K00374,True,200,41.944,0.876,2,
4,361,Q6K00392,True,200,52.7894,0.836,2,
4,363,Q6K00462,True,200,32.7097,0.9017,3,
4,364,Q6K00210,True,200,52.9567,0.8804,2,
4,365,Q6K00283,True,200,37.9943,0.8699,3,
4,366,Q6K00525,True,200,43.1701,0.8096,1,
4,367,Q6K00321,True,200,43.2525,0.8986,4,
4,369,Q6K00210,True,200,43.9976,0.8564,2,
4,368,Q6K00251,True,200,50.0018,0.8695,3,
4,370,Q6K00285,True,200,58.3718,0.9308,2,
4,371,Q6K00296,True,200,58.5396,0.8898,3,
4,373,Q6K00445,True,200,73.7989,0.8715,2,
4,372,Q6K00222,True,200,74.3701,0.9375,1,
4,374,Q6K00387,True,200,44.8946,0.9058,2,
4,375,Q6K00239,True,200,44.1278,0.8854,2,
4,379,Q6K00192,True,200,43.2404,0.8991,2,
4,377,Q6K00365,True,200,44.3216,0.893,2,
4,376,Q6K00347,True,200,44.6432,0.9627,4,
4,378,Q6K00279,True,200,43.8977,0.8981,2,
4,382,Q6K00389,True,200,44.507,0.9082,2,
4,380,Q6K00309,True,200,44.8915,1.0454,3,
4,383,Q6K00478,True,200,44.6921,0.855,3,
4,381,Q6K00273,True,200,45.3616,0.9331,3,
4,386,Q6K00432,True,200,43.605,0.8344,3,
4,384,Q6K00223,True,200,44.1613,0.9699,1,
4,387,Q6K00491,True,200,44.1283,0.7878,1,
4,385,Q6K00335,True,200,44.8393,0.9695,4,
4,389,Q6K00436,True,200,33.5264,0.856,2,
4,390,Q6K00357,True,200,32.9928,0.9452,3,
4,388,Q6K00417,True,200,34.2182,0.8863,2,
4,391,Q6K00428,True,200,44.2457,0.9091,3,
4,395,Q6K00401,True,200,43.8104,1.3335,3,
4,392,Q6K00204,True,200,76.978,1.2376,2,
4,393,Q6K00318,True,200,77.2732,1.2903,3,
4,394,Q6K00397,True,200,77.6304,1.1437,2,
4,396,Q6K00254,True,200,40.0931,1.1393,3,
4,398,Q6K00250,True,200,48.0662,0.9409,3,
4,399,Q6K00282,True,200,48.0197,1.0938,3,
4,397,Q6K00410,True,200,76.3359,0.9154,2,
4,400,Q6K00456,True,200,58.4894,1.1733,3,
4,401,Q6K00184,True,200,58.2103,1.2521,2,
4,402,Q6K00387,True,200,58.012,1.0053,2,
4,403,Q6K00309,True,200,61.6607,1.0905,3,
4,404,Q6K00408,True,200,61.1295,1.1304,2,
4,406,Q6K00431,True,200,60.4517,0.88,3,
4,405,Q6K00536,True,200,61.6916,0.977,2,
4,407,Q6K00261,True,200,68.6694,1.0256,2,
4,408,Q6K00466,True,200,68.6768,1.0245,3,
4,409,Q6K00432,True,200,45.8564,0.9576,3,
4,410,Q6K00506,True,200,52.8407,0.8943,2,
4,412,Q6K00384,True,200,67.9859,0.8853,2,
4,411,Q6K00204,True,200,75.1693,1.1485,2,
4,414,Q6K00430,True,200,61.0627,0.9815,3,
4,413,Q6K00392,True,200,69.0163,1.5804,2,
4,418,Q6K00472,True,200,52.6179,1.0457,4,
4,415,Q6K00290,True,200,69.142,1.0276,3,
4,416,Q6K00228,True,200,62.9605,1.0009,2,
4,417,Q6K00299,True,200,63.0844,1.013,3,
4,422,Q6K00535,True,200,52.0695,1.0897,2,
4,419,Q6K00356,True,200,63.6151,0.9165,4,
4,421,Q6K00206,True,200,54.3338,0.9075,2,
4,420,Q6K00495,True,200,54.9743,0.9306,2,
4,425,Q6K00213,True,200,44.951,0.9052,2,
4,423,Q6K00483,True,200,46.8213,0.8589,1,
4,424,Q6K00500,True,200,45.4607,0.929,2,
4,426,Q6K00292,True,200,45.7028,0.932,2,
4,428,Q6K00318,True,200,52.6448,0.9783,3,
4,429,Q6K00394,True,200,59.0029,0.8755,3,
4,427,Q6K00276,True,200,59.4997,0.9316,2,
4,430,Q6K00284,True,200,59.0319,0.8867,3,
4,431,Q6K00307,True,200,24.6934,1.0505,4,
4,432,Q6K00389,True,200,44.8935,0.8424,2,
4,434,Q6K00401,True,200,44.5958,0.9378,3,
4,433,Q6K00297,True,200,45.0561,0.8606,2,
4,435,Q6K00235,True,200,38.3405,0.8629,2,
4,436,Q6K00498,True,200,47.6636,0.8731,2,
4,438,Q6K00445,True,200,54.0127,0.8681,2,
4,437,Q6K00413,True,200,55.0259,0.8252,2,
4,439,Q6K00198,True,200,43.6386,1.0768,1,
4,440,Q6K00469,True,200,46.7794,0.8708,2,
4,442,Q6K00524,True,200,45.3353,0.9235,2,
4,443,Q6K00349,True,200,45.3015,0.9739,4,
4,441,Q6K00314,True,200,46.5798,0.873,4,
4,444,Q6K00351,True,200,18.8306,0.9426,4,
4,445,Q6K00458,True,200,44.6682,0.8841,2,
4,447,Q6K00290,True,200,44.7609,0.9292,3,
4,446,Q6K00380,True,200,45.172,0.9618,2,
4,448,Q6K00351,True,200,44.2301,0.9732,4,
4,449,Q6K00297,True,200,34.5556,0.9757,2,
4,450,Q6K00325,True,200,34.3465,1.0323,4,
4,452,Q6K00447,True,200,44.7594,0.8964,3,
4,451,Q6K00512,True,200,56.6423,0.9073,2,
4,454,Q6K00342,True,200,44.987,0.9347,3,
4,453,Q6K00486,True,200,45.3394,0.9092,2,
4,456,Q6K00509,True,200,45.8885,0.8341,1,
4,455,Q6K00185,True,200,46.2551,0.9289,2,
4,457,Q6K00428,True,200,45.1805,0.9527,3,
4,458,Q6K00489,True,200,46.2302,0.8587,2,
4,460,Q6K00402,True,200,50.3224,0.9701,2,
4,459,Q6K00250,True,200,55.9151,0.9545,3,
4,461,Q6K00458,True,200,39.987,0.8716,2,
4,462,Q6K00236,True,200,45.4378,0.9105,2,
4,463,Q6K00498,True,200,40.3382,0.8925,2,
4,464,Q6K00412,True,200,46.2851,0.9427,2,
4,465,Q6K00364,True,200,40.5883,0.8782,2,
4,466,Q6K00303,True,200,56.295,0.9657,4,
4,467,Q6K00361,True,200,34.1511,0.9374,2,
4,468,Q6K00349,True,200,46.6153,1.1639,4,
4,469,Q6K00331,True,200,46.6967,0.8885,2,
4,470,Q6K00509,True,200,47.6828,0.9346,1,
4,471,Q6K00472,True,200,47.258,0.9033,4,
4,472,Q6K00456,True,200,46.383,0.8975,3,
4,473,Q6K00282,True,200,46.3685,1.1422,3,
4,475,Q6K00274,True,200,44.8438,0.9378,3,
4,474,Q6K00268,True,200,50.5624,0.9864,2,
4,477,Q6K00445,True,200,43.419,0.861,2,
4,476,Q6K00261,True,200,44.1498,1.0154,2,
4,478,Q6K00379,True,200,35.2455,0.9088,3,
4,481,Q6K00282,True,200,45.8251,0.9781,3,
4,479,Q6K00331,True,200,62.5272,0.8683,2,
4,480,Q6K00443,True,200,46.9411,0.9326,3,
4,482,Q6K00473,True,200,43.847,0.942,4,
4,484,Q6K00426,True,200,42.9574,0.9187,3,
4,483,Q6K00467,True,200,54.02,0.9382,3,
4,485,Q6K00447,True,200,53.6674,0.9152,3,
4,486,Q6K00372,True,200,43.4625,0.8918,3,
4,487,Q6K00286,True,200,23.1277,0.9626,3,
4,490,Q6K00405,True,200,33.5542,0.9265,2,
4,491,Q6K00417,True,200,22.5634,0.8974,2,
4,488,Q6K00344,True,200,57.1629,0.9246,4,
4,489,Q6K00271,True,200,57.1857,0.8942,3,
4,492,Q6K00475,True,200,43.8168,1.0595,4,
4,493,Q6K00533,True,200,43.9678,0.8271,1,
4,495,Q6K00308,True,200,48.7644,1.06,2,
4,494,Q6K00211,True,200,54.1903,0.9233,1,
4,496,Q6K00233,True,200,43.6107,0.8946,2,
4,497,Q6K00520,True,200,43.7083,0.7986,1,
4,498,Q6K00216,True,200,38.5521,0.884,2,
4,499,Q6K00184,True,200,33.7589,1.0191,2,
4,502,Q6K00215,True,200,46.0453,0.9806,1,
4,503,Q6K00265,True,200,45.7315,0.9747,2,
4,501,Q6K00288,True,200,69.1196,1.0023,2,
4,500,Q6K00293,True,200,70.0851,0.9469,2,
4,506,Q6K00294,True,200,57.9059,1.0077,3,
4,505,Q6K00299,True,200,60.034,0.9783,3,
4,504,Q6K00434,True,200,60.3719,0.7887,2,
4,507,Q6K00321,True,200,59.3845,0.9168,4,
4,508,Q6K00202,True,200,13.5009,0.8542,2,
4,511,Q6K00516,True,200,34.0687,0.8338,1,
4,509,Q6K00534,True,200,34.536,0.855,1,
4,510,Q6K00369,True,200,55.2741,0.9208,3,
4,512,Q6K00336,True,200,43.9469,0.9626,3,
4,514,Q6K00306,True,200,48.7026,0.9367,4,
4,513,Q6K00336,True,200,59.7041,1.0251,3,
4,515,Q6K00398,True,200,44.5133,1.0286,2,
4,516,Q6K00516,True,200,44.6631,0.8192,1,
4,517,Q6K00348,True,200,40.0563,1.0462,3,
4,520,Q6K00495,True,200,49.0796,0.9267,2,
4,518,Q6K00354,True,200,57.6883,1.0274,3,
4,519,Q6K00313,True,200,52.1585,1.1997,4,
4,521,Q6K00396,True,200,48.0993,0.9041,2,
4,524,Q6K00409,True,200,62.1776,0.9204,2,
4,522,Q6K00216,True,200,64.9342,1.9685,2,
4,523,Q6K00348,True,200,63.5299,2.47,3,
4,525,Q6K00182,True,200,71.8768,1.0674,2,
4,526,Q6K00271,True,200,48.5435,1.0356,3,
4,527,Q6K00215,True,200,60.5371,1.0358,1,
4,528,Q6K00493,True,200,66.0791,0.8459,2,
4,529,Q6K00227,True,200,54.5745,1.2893,2,
4,530,Q6K00368,True,200,41.2781,0.9929,2,
4,531,Q6K00257,True,200,45.8474,0.928,3,
4,532,Q6K00260,True,200,40.5759,0.9611,3,
4,533,Q6K00379,True,200,45.9858,0.8897,3,
4,534,Q6K00459,True,200,40.0256,0.9385,3,
4,535,Q6K00482,True,200,45.4713,0.8454,1,
4,536,Q6K00459,True,200,45.0683,1.0141,3,
4,537,Q6K00230,True,200,44.8123,0.9587,2,
4,538,Q6K00454,True,200,45.2288,0.9508,3,
4,540,Q6K00335,True,200,40.3671,0.9773,4,
4,539,Q6K00354,True,200,46.4839,0.9157,3,
4,542,Q6K00248,True,200,45.5799,0.8952,3,
4,541,Q6K00232,True,200,46.4,0.9932,2,
4,544,Q6K00238,True,200,43.9659,0.9411,3,
4,543,Q6K00198,True,200,50.2792,0.9958,1,
4,545,Q6K00424,True,200,45.3728,1.2087,2,
4,546,Q6K00248,True,200,45.6664,0.8814,3,
4,547,Q6K00253,True,200,49.3912,1.0382,3,
4,548,Q6K00414,True,200,49.3988,1.3186,2,
4,549,Q6K00317,True,200,49.1481,1.0364,4,
4,550,Q6K00421,True,200,49.2257,0.8586,3,
4,551,Q6K00454,True,200,47.824,1.0164,3,
4,552,Q6K00313,True,200,48.3947,1.0088,4,
4,553,Q6K00512,True,200,48.8868,0.944,2,
4,554,Q6K00488,True,200,49.1144,0.847,1,
4,555,Q6K00417,True,200,47.4732,0.9051,2,
4,556,Q6K00505,True,200,47.1198,0.8302,1,
4,557,Q6K00404,True,200,48.0486,0.8359,2,
4,558,Q6K00327,True,200,47.5585,0.9173,4,
4,559,Q6K00373,True,200,47.2392,0.9239,2,
4,560,Q6K00521,True,200,47.3728,0.87,1,
4,561,Q6K00540,True,200,48.0045,0.9115,1,
4,562,Q6K00331,True,200,49.0283,1.1565,2,
4,564,Q6K00523,True,200,49.3002,1.1719,1,
4,563,Q6K00351,True,200,50.1714,0.8932,4,
4,566,Q6K00362,True,200,49.439,0.8586,2,
4,565,Q6K00424,True,200,50.8589,1.0148,2,
4,567,Q6K00372,True,200,48.4975,0.9334,3,
4,568,Q6K00445,True,200,48.5459,0.8558,2,
4,569,Q6K00414,True,200,44.9715,0.8487,2,
4,570,Q6K00308,True,200,45.4649,1.0628,2,
4,571,Q6K00505,True,200,44.3793,0.8477,1,
4,572,Q6K00393,True,200,44.7862,0.8088,1,
4,574,Q6K00319,True,200,44.4031,0.9364,4,
4,573,Q6K00248,True,200,45.359,0.9011,3,
4,575,Q6K00522,True,200,46.7451,0.8987,1,
4,576,Q6K00382,True,200,46.3696,0.8583,2,
4,577,Q6K00398,True,200,45.117,1.0303,2,
4,578,Q6K00480,True,200,45.6638,0.8846,3,
4,579,Q6K00470,True,200,45.4237,1.0081,3,
4,580,Q6K00534,True,200,45.8232,0.8516,1,
4,581,Q6K00537,True,200,45.4679,0.8475,2,
4,582,Q6K00269,True,200,44.9713,0.9987,2,
4,583,Q6K00502,True,200,44.1387,0.8308,1,
4,584,Q6K00306,True,200,43.8587,0.923,4,
4,585,Q6K00197,True,200,45.7971,1.0492,2,
4,586,Q6K00295,True,200,45.7675,1.0936,3,
4,587,Q6K00464,True,200,48.5366,1.0379,3,
4,588,Q6K00301,True,200,49.0223,0.9542,2,
4,589,Q6K00530,True,200,65.9593,0.9311,2,
4,590,Q6K00357,True,200,65.9248,0.9344,3,
4,592,Q6K00295,True,200,62.408,1.0058,3,
4,591,Q6K00249,True,200,63.3568,0.972,2,
4,594,Q6K00432,True,200,45.9332,0.8513,3,
4,593,Q6K00386,True,200,46.4705,0.905,3,
4,596,Q6K00506,True,200,48.0113,0.844,2,
4,595,Q6K00377,True,200,48.3229,1.0231,3,
4,598,Q6K00500,True,200,46.5199,0.9644,2,
4,597,Q6K00507,True,200,47.2113,0.8999,2,
4,599,Q6K00186,True,200,47.8515,1.0499,1,
4,600,Q6K00273,True,200,48.1825,0.9667,3,
4,601,Q6K00418,True,200,48.7746,0.9601,2,
4,602,Q6K00260,True,200,48.604,0.8669,3,
4,603,Q6K00351,True,200,47.0513,0.9536,4,
4,604,Q6K00398,True,200,46.8293,1.17,2,
4,605,Q6K00539,True,200,47.2614,0.95,2,
4,606,Q6K00466,True,200,47.7301,1.306,3,
4,607,Q6K00425,True,200,46.2399,0.9716,3,
4,608,Q6K00267,True,200,46.5548,0.9513,2,
4,609,Q6K00439,True,200,47.0871,0.8725,3,
4,610,Q6K00383,True,200,47.0539,0.8796,2,
4,611,Q6K00531,True,200,48.4932,0.8339,1,
4,612,Q6K00200,True,200,48.1592,0.8523,2,
4,613,Q6K00420,True,200,48.9214,0.8821,2,
4,614,Q6K00278,True,200,48.8705,0.9555,3,
4,615,Q6K00332,True,200,47.4668,0.924,3,
4,616,Q6K00444,True,200,47.5545,0.8604,3,
4,617,Q6K00362,True,200,45.7193,0.8303,2,
4,618,Q6K00307,True,200,45.6471,1.1691,4,
4,619,Q6K00505,True,200,45.9388,1.3933,1,
4,620,Q6K00384,True,200,46.3939,0.8404,2,
4,621,Q6K00213,True,200,45.1953,0.8817,2,
4,622,Q6K00294,True,200,45.6491,0.9283,3,
4,623,Q6K00488,True,200,47.0362,0.8973,1,
4,624,Q6K00361,True,200,46.6508,0.886,2,
4,626,Q6K00418,True,200,47.6229,0.908,2,
4,625,Q6K00372,True,200,48.4727,0.8663,3,
4,628,Q6K00316,True,200,46.0858,0.9259,4,
4,627,Q6K00290,True,200,46.9323,0.9859,3,
4,629,Q6K00312,True,200,48.2935,0.9911,4,
4,630,Q6K00268,True,200,48.3099,0.9598,2,
4,631,Q6K00261,True,200,48.9777,1.2985,2,
4,632,Q6K00293,True,200,49.4014,1.0228,2,
4,634,Q6K00315,True,200,47.0957,0.9274,3,
4,633,Q6K00388,True,200,61.4929,0.9687,3,
4,635,Q6K00204,True,200,44.0126,1.0608,2,
4,636,Q6K00216,True,200,50.1044,1.0571,2,
4,637,Q6K00319,True,200,61.3384,0.9349,4,
4,639,Q6K00225,True,200,41.6982,1.0087,1,
4,638,Q6K00301,True,200,47.7703,0.9442,2,
4,640,Q6K00330,True,200,46.1175,1.0231,3,
4,641,Q6K00216,True,200,51.5935,0.8688,2,
4,642,Q6K00506,True,200,56.8474,0.8797,2,
4,643,Q6K00253,True,200,56.9488,1.0847,3,
4,644,Q6K00189,True,200,46.1182,0.9787,1,
4,645,Q6K00410,True,200,50.8706,0.8635,2,
4,646,Q6K00397,True,200,45.3546,0.8633,2,
4,647,Q6K00387,True,200,45.8713,0.8807,2,
4,648,Q6K00435,True,200,45.7588,0.8957,3,
4,649,Q6K00183,True,200,37.5883,1.0494,2,
4,652,Q6K00421,True,200,44.3051,0.9267,3,
4,651,Q6K00290,True,200,44.8935,0.8738,3,
4,650,Q6K00371,True,200,46.0355,0.8934,1,
4,653,Q6K00449,True,200,20.4382,0.9311,4,
4,654,Q6K00409,True,200,55.6742,0.8613,2,
4,655,Q6K00425,True,200,56.7159,0.8724,3,
4,657,Q6K00454,True,200,44.539,0.9479,3,
4,656,Q6K00251,True,200,56.6483,1.104,3,
4,658,Q6K00278,True,200,14.033,0.9836,3,
4,660,Q6K00247,True,200,45.6944,0.9682,2,
4,659,Q6K00479,True,200,46.3581,0.9101,3,
4,661,Q6K00187,True,200,46.1665,1.0237,1,
4,662,Q6K00303,True,200,44.6811,0.96,4,
4,664,Q6K00277,True,200,55.6794,0.97,2,
4,663,Q6K00511,True,200,56.3566,0.9855,2,
4,665,Q6K00408,True,200,56.4367,0.9057,2,
4,666,Q6K00358,True,200,45.5269,0.9497,4,
4,669,Q6K00443,True,200,58.0427,0.879,3,
4,667,Q6K00304,True,200,60.1872,0.9073,4,
4,668,Q6K00387,True,200,60.2212,0.8875,2,
4,670,Q6K00520,True,200,59.7747,0.8827,1,
4,671,Q6K00310,True,200,13.632,0.9244,3,
4,672,Q6K00408,True,200,45.9537,0.9137,2,
4,673,Q6K00422,True,200,45.9633,0.8972,2,
4,674,Q6K00349,True,200,45.9713,0.9451,4,
4,675,Q6K00404,True,200,45.6934,0.8189,2,
4,676,Q6K00224,True,200,44.5598,0.9292,2,
4,677,Q6K00352,True,200,45.8415,0.9555,4,
4,678,Q6K00368,True,200,45.6553,0.9462,2,
4,679,Q6K00409,True,200,45.4327,0.9315,2,
4,681,Q6K00452,True,200,35.0501,0.9963,4,
4,682,Q6K00512,True,200,35.024,1.3849,2,
4,680,Q6K00479,True,200,52.9584,0.8902,3,
4,683,Q6K00528,True,200,61.4157,0.8474,1,
4,684,Q6K00353,True,200,43.5914,0.9148,3,
4,685,Q6K00411,True,200,54.4408,1.0812,2,
4,686,Q6K00323,True,200,39.0378,0.8897,4,
4,687,Q6K00516,True,200,34.8253,0.795,1,
4,689,Q6K00470,True,200,34.2814,0.9842,3,
4,688,Q6K00306,True,200,46.0372,0.8821,4,
4,690,Q6K00509,True,200,58.6597,0.8053,1,
4,691,Q6K00417,True,200,47.5008,0.9086,2,
4,692,Q6K00440,True,200,48.4147,0.9427,4,
4,693,Q6K00299,True,200,48.2757,0.8765,3,
4,694,Q6K00474,True,200,47.5032,1.094,3,
4,695,Q6K00323,True,200,47.8497,1.01,4,
4,696,Q6K00415,True,200,47.8133,0.9641,2,
4,697,Q6K00444,True,200,48.4502,0.892,3,
4,699,Q6K00480,True,200,42.3612,0.8858,3,
4,698,Q6K00459,True,200,54.7423,1.0705,3,
4,701,Q6K00405,True,200,48.9223,1.0084,2,
4,700,Q6K00281,True,200,50.1133,0.9144,3,
4,702,Q6K00305,True,200,48.6197,1.0336,3,
4,703,Q6K00502,True,200,43.0603,0.8142,1,
4,705,Q6K00283,True,200,49.0176,1.0412,3,
4,704,Q6K00418,True,200,49.7287,0.9059,2,
4,706,Q6K00273,True,200,49.0274,1.0028,3,
4,707,Q6K00237,True,200,48.8086,0.9082,2,
4,709,Q6K00344,True,200,37.211,0.9151,4,
4,708,Q6K00424,True,200,67.886,0.9444,2,
4,711,Q6K00282,True,200,59.8046,1.032,3,
4,710,Q6K00511,True,200,60.2591,0.9714,2,
4,712,Q6K00407,True,200,46.7535,0.911,2,
4,713,Q6K00260,True,200,59.3952,0.9145,3,
4,715,Q6K00459,True,200,43.3378,0.9311,3,
4,714,Q6K00413,True,200,44.1585,0.8493,2,
