"path","classification","reason"
"cache/phase10a3_repositories/FMOD0027__moar-concrete-mod-1.21/objects/pack/pack-4a2e2360a4fb0d507b034255816356ea6d1bcacf.idx","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0027__moar-concrete-mod-1.21/objects/pack/pack-4a2e2360a4fb0d507b034255816356ea6d1bcacf.pack","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0027__moar-concrete-mod-1.21/objects/pack/pack-4a2e2360a4fb0d507b034255816356ea6d1bcacf.rev","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0027__moar-concrete-mod-1.21/packed-refs","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/FETCH_HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/config","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/description","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/applypatch-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/fsmonitor-watchman.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/post-update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/pre-applypatch.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/pre-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/pre-merge-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/pre-push.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/pre-rebase.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/pre-receive.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/prepare-commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/push-to-checkout.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/sendemail-validate.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/hooks/update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/info/exclude","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/objects/pack/pack-0e48c8bcb0677982e5a7b39f198d9cbe698124e1.idx","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/objects/pack/pack-0e48c8bcb0677982e5a7b39f198d9cbe698124e1.pack","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/objects/pack/pack-0e48c8bcb0677982e5a7b39f198d9cbe698124e1.rev","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0028__Agree-Super_Apple/packed-refs","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/FETCH_HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/config","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/description","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/applypatch-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/fsmonitor-watchman.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/post-update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/pre-applypatch.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/pre-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/pre-merge-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/pre-push.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/pre-rebase.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/pre-receive.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/prepare-commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/push-to-checkout.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/sendemail-validate.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/hooks/update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/info/exclude","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/objects/pack/pack-c667f1b88f316a2fbad450718448c866f590ea95.idx","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/objects/pack/pack-c667f1b88f316a2fbad450718448c866f590ea95.pack","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/objects/pack/pack-c667f1b88f316a2fbad450718448c866f590ea95.rev","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0036__ReliableRecipeViewer/packed-refs","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/FETCH_HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/config","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/description","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/applypatch-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/fsmonitor-watchman.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/post-update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/pre-applypatch.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/pre-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/pre-merge-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/pre-push.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/pre-rebase.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/pre-receive.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/prepare-commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/push-to-checkout.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/sendemail-validate.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/hooks/update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/info/exclude","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/objects/pack/pack-91a55993d797669abe7c3d04f8c674654ef981f9.idx","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/objects/pack/pack-91a55993d797669abe7c3d04f8c674654ef981f9.pack","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/objects/pack/pack-91a55993d797669abe7c3d04f8c674654ef981f9.rev","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0040__Mermod/packed-refs","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/FETCH_HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/config","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/description","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/applypatch-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/fsmonitor-watchman.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/post-update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/pre-applypatch.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/pre-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/pre-merge-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/pre-push.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/pre-rebase.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/pre-receive.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/prepare-commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/push-to-checkout.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/sendemail-validate.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/hooks/update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/info/exclude","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/objects/pack/pack-ed7b153b8e6ed334fbf0d5a70abea2a743e80d8c.idx","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/objects/pack/pack-ed7b153b8e6ed334fbf0d5a70abea2a743e80d8c.pack","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/objects/pack/pack-ed7b153b8e6ed334fbf0d5a70abea2a743e80d8c.rev","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0046__SimpleTMs/packed-refs","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/FETCH_HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/config","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/description","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/applypatch-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/fsmonitor-watchman.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/post-update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/pre-applypatch.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/pre-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/pre-merge-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/pre-push.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/pre-rebase.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/pre-receive.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/prepare-commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/push-to-checkout.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/sendemail-validate.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/hooks/update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/info/exclude","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/objects/pack/pack-b6e853bb5fd30ebae6a38dcc50041ad512ff6a27.idx","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/objects/pack/pack-b6e853bb5fd30ebae6a38dcc50041ad512ff6a27.pack","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/objects/pack/pack-b6e853bb5fd30ebae6a38dcc50041ad512ff6a27.rev","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0050__smart-auto-mine/packed-refs","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/FETCH_HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/config","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/description","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/applypatch-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/fsmonitor-watchman.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/post-update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/pre-applypatch.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/pre-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/pre-merge-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/pre-push.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/pre-rebase.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/pre-receive.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/prepare-commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/push-to-checkout.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/sendemail-validate.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/hooks/update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/info/exclude","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/objects/pack/pack-652d79c8808cfbd741da2a7ea565a11626d043af.idx","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/objects/pack/pack-652d79c8808cfbd741da2a7ea565a11626d043af.pack","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/objects/pack/pack-652d79c8808cfbd741da2a7ea565a11626d043af.rev","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0051__Contagion/packed-refs","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/FETCH_HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/HEAD","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/config","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/description","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/hooks/applypatch-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/hooks/commit-msg.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/hooks/fsmonitor-watchman.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/hooks/post-update.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/hooks/pre-applypatch.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/hooks/pre-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/hooks/pre-merge-commit.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/hooks/pre-push.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
"cache/phase10a3_repositories/FMOD0053__ScreenshotViewer/hooks/pre-rebase.sample","EXCLUDE_CACHE","Downloaded/cloned repository cache; reconstruct from tracked snapshot mappings."
